Freq_Hz,Accel_g,Accel_main
17.439,7.70E-08,5.62E-07
17.448,1.16E-07,8.49E-07
17.457,5.99E-08,4.37E-07
17.467,1.32E-07,9.64E-07
17.476,1.36E-07,9.96E-07
17.486,1.51E-07,1.10E-06
17.495,1.64E-07,1.20E-06
17.504,5.38E-08,3.93E-07
17.514,1.55E-07,1.13E-06
17.523,1.03E-07,7.54E-07
17.533,8.04E-08,5.87E-07
17.542,7.84E-08,5.72E-07
17.551,7.94E-08,5.79E-07
17.561,6.06E-08,4.42E-07
17.57,5.49E-08,4.01E-07
17.58,1.01E-07,7.37E-07
17.589,1.56E-07,1.14E-06
17.598,1.48E-07,1.08E-06
17.608,1.06E-07,7.73E-07
17.617,9.71E-08,7.08E-07
17.627,2.06E-07,1.50E-06
17.636,2.64E-08,1.92E-07
17.645,2.58E-07,1.89E-06
17.655,2.29E-07,1.67E-06
17.664,2.23E-07,1.63E-06
17.673,1.01E-07,7.38E-07
17.683,3.65E-08,2.67E-07
17.692,1.50E-07,1.09E-06
17.702,2.16E-08,1.58E-07
17.711,7.44E-09,5.43E-08
17.72,1.28E-07,9.35E-07
17.73,2.48E-07,1.81E-06
17.739,5.78E-08,4.21E-07
17.749,1.39E-07,1.01E-06
17.758,1.07E-07,7.81E-07
17.767,1.10E-07,8.01E-07
17.777,1.04E-07,7.60E-07
17.786,1.46E-07,1.07E-06
17.796,2.03E-08,1.48E-07
17.805,1.97E-07,1.44E-06
17.814,1.05E-07,7.67E-07
17.824,1.10E-07,8.00E-07
17.833,2.29E-07,1.67E-06
17.843,1.32E-07,9.64E-07
17.852,1.69E-07,1.23E-06
17.861,1.53E-07,1.12E-06
17.871,1.63E-07,1.19E-06
17.88,6.10E-08,4.45E-07
17.889,1.66E-07,1.21E-06
17.899,1.34E-07,9.80E-07
17.908,8.31E-08,6.06E-07
17.918,9.20E-08,6.71E-07
17.927,1.26E-07,9.20E-07
17.936,1.80E-07,1.31E-06
17.946,2.57E-08,1.88E-07
17.955,2.23E-07,1.63E-06
17.965,2.15E-07,1.57E-06
17.974,6.70E-08,4.89E-07
17.983,1.49E-07,1.08E-06
17.993,1.72E-07,1.26E-06
18.002,9.92E-08,7.24E-07
18.012,1.91E-07,1.40E-06
18.021,1.55E-07,1.13E-06
18.03,2.05E-07,1.49E-06
18.04,2.09E-07,1.52E-06
18.049,8.45E-08,6.17E-07
18.059,9.98E-08,7.29E-07
18.068,3.81E-08,2.78E-07
18.077,2.07E-07,1.51E-06
18.087,7.70E-08,5.62E-07
18.096,2.15E-07,1.57E-06
18.105,9.41E-08,6.87E-07
18.115,7.94E-08,5.79E-07
18.124,2.21E-07,1.61E-06
18.134,1.28E-07,9.35E-07
18.143,9.27E-08,6.76E-07
18.152,2.83E-08,2.07E-07
18.162,4.32E-07,3.15E-06
18.171,3.87E-07,2.82E-06
18.181,3.75E-07,2.73E-06
18.19,5.36E-07,3.91E-06
18.199,6.38E-07,4.66E-06
18.209,7.82E-07,5.71E-06
18.218,9.97E-07,7.27E-06
18.228,7.08E-07,5.17E-06
18.237,7.37E-07,5.38E-06
18.246,3.76E-07,2.74E-06
18.256,2.44E-07,1.78E-06
18.265,9.05E-09,6.60E-08
18.274,1.86E-07,1.36E-06
18.284,2.52E-07,1.84E-06
18.293,3.62E-07,2.64E-06
18.303,3.11E-08,2.27E-07
18.312,6.43E-08,4.69E-07
18.321,5.53E-08,4.03E-07
18.331,2.45E-07,1.78E-06
18.34,1.39E-07,1.02E-06
18.35,2.12E-07,1.55E-06
18.359,2.80E-07,2.05E-06
18.368,1.27E-07,9.29E-07
18.378,4.27E-07,3.12E-06
18.387,1.41E-07,1.03E-06
18.397,2.66E-07,1.94E-06
18.406,1.06E-06,7.75E-06
18.415,1.92E-06,1.40E-05
18.425,1.23E-06,9.01E-06
18.434,2.52E-07,1.84E-06
18.444,7.53E-07,5.50E-06
18.453,3.38E-07,2.47E-06
18.462,1.54E-07,1.12E-06
18.472,1.61E-07,1.18E-06
18.481,1.39E-07,1.01E-06
18.49,4.16E-07,3.04E-06
18.5,2.89E-07,2.11E-06
18.509,1.76E-07,1.29E-06
18.519,1.66E-07,1.21E-06
18.528,1.20E-07,8.73E-07
18.537,1.57E-07,1.14E-06
18.547,1.18E-07,8.61E-07
18.556,1.66E-07,1.21E-06
18.566,1.78E-07,1.30E-06
18.575,8.05E-08,5.87E-07
18.584,1.61E-07,1.18E-06
18.594,1.62E-07,1.18E-06
18.603,1.59E-07,1.16E-06
18.613,1.27E-07,9.30E-07
18.622,2.19E-07,1.60E-06
18.631,6.72E-08,4.90E-07
18.641,1.13E-07,8.23E-07
18.65,1.11E-07,8.09E-07
18.66,2.38E-07,1.74E-06
18.669,1.38E-07,1.01E-06
18.678,1.22E-07,8.89E-07
18.688,1.24E-07,9.02E-07
18.697,2.08E-07,1.52E-06
18.706,8.84E-08,6.45E-07
18.716,1.49E-07,1.08E-06
18.725,1.35E-07,9.84E-07
18.735,1.25E-07,9.12E-07
18.744,1.26E-07,9.22E-07
18.753,1.35E-07,9.88E-07
18.763,1.10E-07,8.03E-07
18.772,5.70E-08,4.16E-07
18.782,1.97E-07,1.44E-06
18.791,2.87E-08,2.10E-07
18.8,1.06E-07,7.71E-07
18.81,1.32E-07,9.60E-07
18.819,3.33E-08,2.43E-07
18.829,1.95E-07,1.42E-06
18.838,1.89E-07,1.38E-06
18.847,5.38E-08,3.93E-07
18.857,1.83E-07,1.34E-06
18.866,6.75E-08,4.93E-07
18.876,2.11E-07,1.54E-06
18.885,1.79E-07,1.31E-06
18.894,2.00E-07,1.46E-06
18.904,8.80E-08,6.42E-07
18.913,9.17E-08,6.69E-07
18.922,1.33E-07,9.70E-07
18.932,7.45E-08,5.43E-07
18.941,1.45E-07,1.06E-06
18.951,1.15E-07,8.42E-07
18.96,1.80E-07,1.31E-06
18.969,1.65E-07,1.20E-06
18.979,2.36E-07,1.72E-06
18.988,1.26E-07,9.22E-07
18.998,6.34E-08,4.63E-07
19.007,1.14E-07,8.35E-07
19.016,6.01E-08,4.38E-07
19.026,3.10E-08,2.27E-07
19.035,1.05E-07,7.66E-07
19.045,1.98E-07,1.44E-06
19.054,9.45E-08,6.90E-07
19.063,9.61E-08,7.01E-07
19.073,5.77E-08,4.21E-07
19.082,1.31E-07,9.52E-07
19.091,1.88E-07,1.37E-06
19.101,2.38E-07,1.74E-06
19.11,1.04E-07,7.56E-07
19.12,1.16E-07,8.47E-07
19.129,6.15E-08,4.49E-07
19.138,1.04E-07,7.59E-07
19.148,2.34E-07,1.71E-06
19.157,1.03E-07,7.51E-07
19.167,1.18E-07,8.60E-07
19.176,1.14E-07,8.31E-07
19.185,1.51E-07,1.10E-06
19.195,1.40E-07,1.02E-06
19.204,1.46E-07,1.07E-06
19.214,2.53E-07,1.85E-06
19.223,2.15E-07,1.57E-06
19.232,1.38E-07,1.01E-06
19.242,5.14E-08,3.75E-07
19.251,2.13E-07,1.56E-06
19.261,2.20E-07,1.61E-06
19.27,1.20E-08,8.74E-08
19.279,1.96E-08,1.43E-07
19.289,5.83E-08,4.26E-07
19.298,4.99E-08,3.64E-07
19.307,2.58E-07,1.88E-06
19.317,5.93E-08,4.32E-07
19.326,1.97E-07,1.44E-06
19.336,1.76E-07,1.29E-06
19.345,1.02E-07,7.42E-07
19.354,2.19E-07,1.60E-06
19.364,2.95E-07,2.16E-06
19.373,1.58E-07,1.15E-06
19.383,2.37E-07,1.73E-06
19.392,1.47E-07,1.07E-06
19.401,7.26E-08,5.30E-07
19.411,1.98E-07,1.45E-06
19.42,1.64E-07,1.20E-06
19.43,1.55E-07,1.13E-06
19.439,2.01E-07,1.46E-06
19.448,6.55E-08,4.78E-07
19.458,1.35E-07,9.85E-07
19.467,2.28E-07,1.66E-06
19.477,1.66E-07,1.21E-06
19.486,3.89E-08,2.83E-07
19.495,2.17E-07,1.58E-06
19.505,5.58E-08,4.07E-07
19.514,2.76E-07,2.01E-06
19.523,1.63E-07,1.19E-06
19.533,2.40E-07,1.75E-06
19.542,8.14E-08,5.94E-07
19.552,2.71E-07,1.98E-06
19.561,3.12E-07,2.28E-06
19.57,1.52E-07,1.11E-06
19.58,2.07E-07,1.51E-06
19.589,1.09E-07,7.94E-07
19.599,2.31E-07,1.69E-06
19.608,1.89E-07,1.38E-06
19.617,1.11E-07,8.07E-07
19.627,2.40E-07,1.75E-06
19.636,1.35E-07,9.82E-07
19.646,4.55E-08,3.32E-07
19.655,2.80E-07,2.04E-06
19.664,1.17E-07,8.56E-07
19.674,9.53E-08,6.96E-07
19.683,1.36E-07,9.95E-07
19.693,2.68E-07,1.95E-06
19.702,7.49E-08,5.47E-07
19.711,1.78E-07,1.30E-06
19.721,5.57E-08,4.07E-07
19.73,3.94E-08,2.87E-07
19.739,2.37E-07,1.73E-06
19.749,7.57E-08,5.52E-07
19.758,5.05E-08,3.68E-07
19.768,1.22E-07,8.91E-07
19.777,3.10E-07,2.26E-06
19.786,7.57E-08,5.53E-07
19.796,8.73E-08,6.37E-07
19.805,2.59E-07,1.89E-06
19.815,2.60E-07,1.90E-06
19.824,2.43E-07,1.77E-06
19.833,2.81E-07,2.05E-06
19.843,7.80E-08,5.69E-07
19.852,4.44E-08,3.24E-07
19.862,4.48E-08,3.27E-07
19.871,1.58E-07,1.15E-06
19.88,1.49E-07,1.09E-06
19.89,1.56E-07,1.14E-06
19.899,7.63E-08,5.57E-07
19.908,3.17E-07,2.31E-06
19.918,3.10E-07,2.26E-06
19.927,2.06E-07,1.51E-06
19.937,2.25E-07,1.64E-06
19.946,1.72E-07,1.25E-06
19.955,2.62E-07,1.91E-06
19.965,1.41E-07,1.03E-06
19.974,6.48E-08,4.73E-07
19.984,3.65E-07,2.66E-06
19.993,4.86E-07,3.55E-06
20.002,3.82E-07,2.79E-06
20.012,1.54E-06,1.12E-05
20.021,9.48E-07,6.92E-06
20.031,2.45E-06,1.79E-05
20.04,1.65E-06,1.20E-05
20.049,4.35E-07,3.18E-06
20.059,3.00E-07,2.19E-06
20.068,1.89E-07,1.38E-06
20.078,3.41E-07,2.49E-06
20.087,1.62E-07,1.18E-06
20.096,5.31E-08,3.88E-07
20.106,3.70E-07,2.70E-06
20.115,1.13E-07,8.23E-07
20.124,2.03E-07,1.48E-06
20.134,2.43E-07,1.77E-06
20.143,1.25E-07,9.10E-07
20.153,7.12E-08,5.20E-07
20.162,7.12E-08,5.20E-07
20.171,8.42E-08,6.15E-07
20.181,3.54E-07,2.59E-06
20.19,2.23E-07,1.62E-06
20.2,1.72E-07,1.25E-06
20.209,1.77E-07,1.29E-06
20.218,3.78E-07,2.76E-06
20.228,2.19E-07,1.60E-06
20.237,5.00E-08,3.65E-07
20.247,2.89E-07,2.11E-06
20.256,1.80E-07,1.31E-06
20.265,4.75E-08,3.47E-07
20.275,1.33E-07,9.68E-07
20.284,2.00E-07,1.46E-06
20.294,1.43E-07,1.04E-06
20.303,3.49E-07,2.55E-06
20.312,8.92E-08,6.51E-07
20.322,1.02E-08,7.42E-08
20.331,8.72E-08,6.36E-07
20.34,1.66E-07,1.21E-06
20.35,3.14E-07,2.29E-06
20.359,1.38E-07,1.00E-06
20.369,2.79E-07,2.03E-06
20.378,1.80E-07,1.31E-06
20.387,2.69E-07,1.97E-06
20.397,1.47E-07,1.08E-06
20.406,1.64E-07,1.20E-06
20.416,2.91E-07,2.12E-06
20.425,2.35E-07,1.71E-06
20.434,1.74E-07,1.27E-06
20.444,2.70E-07,1.97E-06
20.453,2.61E-07,1.90E-06
20.463,2.01E-07,1.47E-06
20.472,2.79E-07,2.03E-06
20.481,8.61E-08,6.28E-07
20.491,2.73E-07,1.99E-06
20.5,1.31E-07,9.59E-07
20.51,3.70E-07,2.70E-06
20.519,4.37E-08,3.19E-07
20.528,8.93E-08,6.52E-07
20.538,2.16E-07,1.58E-06
20.547,1.43E-07,1.04E-06
20.556,2.46E-07,1.79E-06
20.566,1.48E-07,1.08E-06
20.575,5.05E-08,3.69E-07
20.585,2.44E-07,1.78E-06
20.594,2.70E-07,1.97E-06
20.603,3.07E-07,2.24E-06
20.613,2.07E-07,1.51E-06
20.622,2.06E-07,1.51E-06
20.632,9.02E-08,6.58E-07
20.641,2.98E-07,2.18E-06
20.65,1.17E-07,8.51E-07
20.66,3.15E-07,2.30E-06
20.669,9.51E-08,6.94E-07
20.679,1.16E-07,8.46E-07
20.688,1.79E-07,1.31E-06
20.697,1.07E-07,7.79E-07
20.707,4.77E-07,3.48E-06
20.716,1.43E-07,1.05E-06
20.725,3.35E-07,2.44E-06
20.735,1.74E-07,1.27E-06
20.744,1.10E-07,8.05E-07
20.754,2.14E-07,1.56E-06
20.763,3.55E-07,2.59E-06
20.772,1.03E-07,7.49E-07
20.782,1.68E-07,1.22E-06
20.791,2.04E-07,1.49E-06
20.801,2.55E-07,1.86E-06
20.81,1.68E-07,1.23E-06
20.819,3.26E-07,2.38E-06
20.829,1.37E-07,9.96E-07
20.838,1.84E-07,1.34E-06
20.848,4.74E-07,3.46E-06
20.857,1.32E-07,9.66E-07
20.866,1.16E-07,8.43E-07
20.876,1.25E-08,9.10E-08
20.885,2.25E-07,1.64E-06
20.895,2.55E-07,1.86E-06
20.904,2.99E-07,2.18E-06
20.913,1.95E-07,1.42E-06
20.923,3.15E-07,2.30E-06
20.932,1.52E-07,1.11E-06
20.941,4.65E-08,3.39E-07
20.951,2.96E-07,2.16E-06
20.96,1.75E-07,1.28E-06
20.97,1.01E-07,7.39E-07
20.979,2.49E-07,1.81E-06
20.988,3.37E-07,2.46E-06
20.998,2.27E-07,1.65E-06
21.007,3.15E-07,2.30E-06
21.017,2.30E-07,1.67E-06
21.026,2.20E-07,1.60E-06
21.035,1.26E-07,9.20E-07
21.045,2.49E-07,1.82E-06
21.054,3.92E-07,2.86E-06
21.064,2.24E-07,1.63E-06
21.073,2.82E-07,2.05E-06
21.082,2.12E-07,1.55E-06
21.092,2.06E-07,1.50E-06
21.101,2.04E-07,1.49E-06
21.111,3.76E-07,2.74E-06
21.12,2.81E-07,2.05E-06
21.129,2.07E-07,1.51E-06
21.139,5.59E-08,4.08E-07
21.148,1.07E-07,7.83E-07
21.157,2.06E-07,1.50E-06
21.167,3.15E-07,2.30E-06
21.176,1.68E-07,1.22E-06
21.186,3.04E-07,2.22E-06
21.195,1.36E-07,9.90E-07
21.204,2.46E-07,1.80E-06
21.214,2.54E-07,1.85E-06
21.223,2.95E-07,2.15E-06
21.233,2.49E-07,1.81E-06
21.242,6.24E-08,4.55E-07
21.251,3.33E-07,2.43E-06
21.261,3.00E-07,2.19E-06
21.27,3.32E-07,2.43E-06
21.28,5.84E-07,4.26E-06
21.289,2.23E-07,1.63E-06
21.298,8.96E-08,6.54E-07
21.308,1.14E-07,8.30E-07
21.317,3.31E-07,2.41E-06
21.327,2.97E-07,2.17E-06
21.336,5.26E-07,3.84E-06
21.345,2.42E-07,1.77E-06
21.355,1.42E-07,1.03E-06
21.364,3.53E-07,2.58E-06
21.373,2.44E-07,1.78E-06
21.383,2.42E-07,1.76E-06
21.392,2.94E-07,2.14E-06
21.402,7.93E-08,5.79E-07
21.411,1.80E-07,1.31E-06
21.42,2.97E-07,2.17E-06
21.43,3.16E-07,2.31E-06
21.439,3.23E-07,2.35E-06
21.449,3.87E-07,2.82E-06
21.458,1.86E-07,1.36E-06
21.467,1.45E-07,1.06E-06
21.477,2.80E-07,2.04E-06
21.486,2.71E-07,1.98E-06
21.496,3.60E-07,2.63E-06
21.505,1.84E-07,1.34E-06
21.514,2.30E-07,1.68E-06
21.524,1.31E-07,9.55E-07
21.533,6.11E-08,4.46E-07
21.542,4.65E-08,3.39E-07
21.552,2.93E-07,2.14E-06
21.561,4.27E-07,3.11E-06
21.571,2.28E-07,1.66E-06
21.58,2.35E-07,1.71E-06
21.589,1.70E-07,1.24E-06
21.599,4.54E-07,3.32E-06
21.608,2.89E-07,2.11E-06
21.618,3.31E-07,2.42E-06
21.627,1.25E-07,9.10E-07
21.636,6.18E-08,4.51E-07
21.646,2.94E-07,2.14E-06
21.655,3.87E-07,2.82E-06
21.665,4.15E-07,3.03E-06
21.674,1.56E-07,1.14E-06
21.683,3.20E-07,2.34E-06
21.693,5.02E-07,3.66E-06
21.702,3.52E-07,2.57E-06
21.712,2.55E-07,1.86E-06
21.721,4.76E-07,3.47E-06
21.73,4.95E-07,3.61E-06
21.74,2.82E-07,2.06E-06
21.749,3.88E-07,2.83E-06
21.758,1.08E-07,7.85E-07
21.768,3.37E-07,2.46E-06
21.777,3.67E-07,2.68E-06
21.787,2.31E-07,1.69E-06
21.796,6.59E-07,4.81E-06
21.805,1.50E-07,1.09E-06
21.815,2.54E-07,1.85E-06
21.824,4.74E-07,3.46E-06
21.834,1.06E-07,7.76E-07
21.843,4.10E-08,2.99E-07
21.852,2.21E-07,1.61E-06
21.862,2.93E-07,2.14E-06
21.871,1.23E-07,8.99E-07
21.881,1.45E-07,1.06E-06
21.89,4.65E-07,3.40E-06
21.899,2.65E-07,1.93E-06
21.909,5.88E-07,4.29E-06
21.918,3.00E-07,2.19E-06
21.928,2.95E-07,2.15E-06
21.937,4.50E-07,3.29E-06
21.946,2.04E-08,1.49E-07
21.956,1.28E-07,9.31E-07
21.965,3.22E-07,2.35E-06
21.974,2.83E-07,2.07E-06
21.984,3.59E-07,2.62E-06
21.993,3.92E-07,2.86E-06
22.003,3.87E-07,2.83E-06
22.012,2.32E-07,1.69E-06
22.021,6.13E-07,4.47E-06
22.031,1.38E-07,1.01E-06
22.04,2.42E-07,1.76E-06
22.05,3.11E-07,2.27E-06
22.059,6.48E-07,4.73E-06
22.068,2.04E-07,1.49E-06
22.078,3.34E-07,2.44E-06
22.087,4.50E-07,3.29E-06
22.097,3.15E-07,2.30E-06
22.106,1.98E-07,1.44E-06
22.115,5.83E-07,4.25E-06
22.125,7.08E-07,5.17E-06
22.134,5.63E-07,4.11E-06
22.144,1.66E-07,1.21E-06
22.153,3.92E-08,2.86E-07
22.162,4.92E-07,3.59E-06
22.172,1.25E-07,9.09E-07
22.181,1.49E-07,1.09E-06
22.19,2.90E-07,2.11E-06
22.2,5.02E-07,3.67E-06
22.209,6.74E-08,4.92E-07
22.219,8.00E-08,5.84E-07
22.228,3.09E-07,2.25E-06
22.237,3.39E-07,2.48E-06
22.247,2.86E-07,2.09E-06
22.256,3.07E-07,2.24E-06
22.266,1.53E-07,1.12E-06
22.275,2.13E-07,1.56E-06
22.284,5.12E-07,3.74E-06
22.294,4.45E-07,3.25E-06
22.303,2.97E-07,2.17E-06
22.313,2.97E-08,2.16E-07
22.322,1.45E-07,1.06E-06
22.331,2.46E-07,1.80E-06
22.341,1.18E-07,8.58E-07
22.35,4.99E-07,3.64E-06
22.359,2.31E-07,1.69E-06
22.369,3.13E-07,2.28E-06
22.378,3.39E-07,2.48E-06
22.388,2.60E-07,1.89E-06
22.397,1.05E-07,7.66E-07
22.406,4.28E-07,3.12E-06
22.416,4.06E-07,2.97E-06
22.425,7.10E-07,5.18E-06
22.435,6.86E-07,5.01E-06
22.444,1.06E-06,7.70E-06
22.453,1.70E-06,1.24E-05
22.463,8.77E-07,6.40E-06
22.472,1.44E-06,1.05E-05
22.482,9.37E-07,6.84E-06
22.491,1.41E-06,1.03E-05
22.5,7.28E-07,5.31E-06
22.51,1.22E-06,8.88E-06
22.519,3.46E-07,2.52E-06
22.529,3.64E-07,2.66E-06
22.538,7.67E-07,5.60E-06
22.547,3.69E-07,2.69E-06
22.557,5.22E-07,3.81E-06
22.566,8.03E-07,5.86E-06
22.575,2.52E-07,1.84E-06
22.585,5.07E-07,3.70E-06
22.594,1.06E-07,7.72E-07
22.604,3.81E-07,2.78E-06
22.613,5.43E-08,3.96E-07
22.622,1.68E-07,1.23E-06
22.632,7.32E-08,5.34E-07
22.641,4.83E-08,3.53E-07
22.651,2.75E-07,2.01E-06
22.66,6.37E-07,4.65E-06
22.669,7.42E-07,5.41E-06
22.679,8.97E-07,6.54E-06
22.688,5.56E-07,4.05E-06
22.698,6.26E-07,4.57E-06
22.707,1.53E-07,1.12E-06
22.716,5.77E-07,4.21E-06
22.726,5.53E-07,4.04E-06
22.735,3.30E-07,2.41E-06
22.745,2.87E-07,2.09E-06
22.754,2.46E-07,1.79E-06
22.763,3.96E-07,2.89E-06
22.773,1.27E-07,9.30E-07
22.782,2.65E-07,1.93E-06
22.791,4.06E-07,2.97E-06
22.801,5.72E-07,4.17E-06
22.81,5.91E-07,4.31E-06
22.82,4.78E-07,3.48E-06
22.829,1.23E-07,8.95E-07
22.838,4.79E-07,3.50E-06
22.848,3.02E-07,2.20E-06
22.857,7.93E-07,5.79E-06
22.867,3.21E-07,2.34E-06
22.876,5.09E-07,3.72E-06
22.885,1.10E-07,8.04E-07
22.895,3.66E-07,2.67E-06
22.904,4.42E-07,3.23E-06
22.914,3.16E-07,2.30E-06
22.923,4.50E-07,3.28E-06
22.932,1.81E-07,1.32E-06
22.942,2.51E-07,1.83E-06
22.951,2.46E-07,1.79E-06
22.961,6.39E-07,4.66E-06
22.97,4.71E-07,3.44E-06
22.979,3.11E-07,2.27E-06
22.989,4.90E-07,3.58E-06
22.998,1.21E-07,8.80E-07
23.007,7.87E-07,5.74E-06
23.017,5.19E-07,3.79E-06
23.026,6.28E-07,4.58E-06
23.036,8.60E-07,6.28E-06
23.045,3.40E-07,2.48E-06
23.054,3.46E-07,2.52E-06
23.064,5.03E-07,3.67E-06
23.073,3.28E-07,2.39E-06
23.083,2.48E-07,1.81E-06
23.092,5.31E-07,3.88E-06
23.101,2.10E-07,1.53E-06
23.111,4.24E-07,3.09E-06
23.12,8.17E-07,5.96E-06
23.13,2.24E-07,1.64E-06
23.139,7.37E-08,5.38E-07
23.148,5.21E-07,3.80E-06
23.158,4.55E-07,3.32E-06
23.167,4.54E-07,3.31E-06
23.176,1.70E-07,1.24E-06
23.186,6.52E-07,4.76E-06
23.195,8.06E-07,5.88E-06
23.205,2.06E-07,1.51E-06
23.214,5.16E-07,3.77E-06
23.223,5.07E-07,3.70E-06
23.233,4.31E-07,3.14E-06
23.242,1.52E-07,1.11E-06
23.252,5.24E-08,3.83E-07
23.261,4.98E-07,3.64E-06
23.27,4.43E-07,3.23E-06
23.28,8.34E-08,6.09E-07
23.289,6.75E-07,4.92E-06
23.299,2.70E-07,1.97E-06
23.308,2.01E-07,1.47E-06
23.317,1.69E-07,1.23E-06
23.327,5.53E-07,4.03E-06
23.336,4.06E-07,2.97E-06
23.346,1.29E-07,9.38E-07
23.355,1.21E-07,8.80E-07
23.364,2.98E-07,2.17E-06
23.374,2.42E-07,1.76E-06
23.383,1.07E-07,7.79E-07
23.392,4.50E-07,3.28E-06
23.402,1.64E-07,1.20E-06
23.411,4.65E-07,3.39E-06
23.421,3.44E-07,2.51E-06
23.43,5.97E-07,4.36E-06
23.439,2.35E-07,1.71E-06
23.449,3.16E-07,2.31E-06
23.458,3.14E-07,2.29E-06
23.468,2.32E-07,1.69E-06
23.477,1.41E-07,1.03E-06
23.486,1.82E-07,1.33E-06
23.496,2.94E-07,2.15E-06
23.505,3.55E-07,2.59E-06
23.515,6.86E-07,5.01E-06
23.524,5.13E-07,3.74E-06
23.533,3.91E-07,2.86E-06
23.543,1.51E-07,1.10E-06
23.552,6.35E-08,4.64E-07
23.562,1.59E-07,1.16E-06
23.571,1.64E-07,1.20E-06
23.58,1.19E-07,8.71E-07
23.59,2.51E-07,1.83E-06
23.599,3.29E-07,2.40E-06
23.608,4.72E-08,3.45E-07
23.618,9.63E-08,7.03E-07
23.627,4.07E-07,2.97E-06
23.637,1.70E-07,1.24E-06
23.646,3.14E-07,2.29E-06
23.655,1.89E-07,1.38E-06
23.665,2.39E-07,1.74E-06
23.674,5.30E-07,3.87E-06
23.684,4.90E-07,3.57E-06
23.693,4.12E-07,3.00E-06
23.702,1.09E-07,7.94E-07
23.712,3.90E-07,2.85E-06
23.721,8.38E-08,6.11E-07
23.731,8.11E-08,5.92E-07
23.74,4.04E-07,2.95E-06
23.749,2.92E-07,2.13E-06
23.759,4.05E-07,2.95E-06
23.768,2.98E-07,2.17E-06
23.778,2.05E-07,1.50E-06
23.787,2.09E-07,1.52E-06
23.796,5.07E-07,3.70E-06
23.806,3.71E-08,2.71E-07
23.815,1.14E-07,8.29E-07
23.824,2.31E-07,1.69E-06
23.834,1.24E-07,9.06E-07
23.843,2.77E-07,2.02E-06
23.853,3.02E-07,2.21E-06
23.862,9.17E-08,6.69E-07
23.871,3.92E-07,2.86E-06
23.881,3.03E-07,2.21E-06
23.89,5.33E-07,3.89E-06
23.9,1.73E-07,1.26E-06
23.909,7.01E-08,5.12E-07
23.918,1.83E-07,1.34E-06
23.928,1.03E-07,7.53E-07
23.937,1.87E-07,1.37E-06
23.947,1.03E-07,7.53E-07
23.956,1.99E-07,1.45E-06
23.965,3.64E-07,2.66E-06
23.975,2.74E-07,2.00E-06
23.984,3.10E-07,2.26E-06
23.993,1.99E-07,1.45E-06
24.003,3.03E-07,2.21E-06
24.012,1.39E-07,1.01E-06
24.022,1.68E-07,1.23E-06
24.031,1.41E-07,1.03E-06
24.04,7.46E-08,5.45E-07
24.05,9.26E-08,6.76E-07
24.059,8.98E-08,6.55E-07
24.069,1.30E-07,9.47E-07
24.078,1.80E-07,1.31E-06
24.087,8.57E-08,6.26E-07
24.097,1.74E-07,1.27E-06
24.106,3.22E-07,2.35E-06
24.116,1.52E-07,1.11E-06
24.125,1.73E-07,1.26E-06
24.134,1.22E-07,8.90E-07
24.144,2.02E-07,1.47E-06
24.153,4.74E-08,3.46E-07
24.163,1.69E-07,1.24E-06
24.172,7.62E-08,5.56E-07
24.181,2.29E-07,1.67E-06
24.191,1.70E-07,1.24E-06
24.2,2.46E-07,1.80E-06
24.209,1.54E-07,1.12E-06
24.219,1.17E-07,8.55E-07
24.228,2.39E-07,1.74E-06
24.238,1.12E-07,8.20E-07
24.247,7.52E-08,5.48E-07
24.256,1.62E-07,1.18E-06
24.266,1.35E-07,9.82E-07
24.275,2.13E-07,1.56E-06
24.285,1.49E-07,1.09E-06
24.294,9.51E-08,6.94E-07
24.303,1.12E-07,8.15E-07
24.313,4.73E-08,3.45E-07
24.322,1.84E-07,1.34E-06
24.332,1.47E-07,1.07E-06
24.341,1.22E-07,8.93E-07
24.35,2.15E-07,1.57E-06
24.36,1.31E-07,9.57E-07
24.369,2.15E-07,1.57E-06
24.379,8.44E-08,6.16E-07
24.388,6.79E-08,4.96E-07
24.397,6.14E-08,4.48E-07
24.407,1.74E-07,1.27E-06
24.416,1.72E-07,1.25E-06
24.425,1.40E-07,1.02E-06
24.435,6.35E-08,4.63E-07
24.444,1.85E-07,1.35E-06
24.454,2.02E-07,1.47E-06
24.463,2.25E-07,1.64E-06
24.472,6.50E-08,4.74E-07
24.482,2.12E-07,1.55E-06
24.491,1.34E-07,9.77E-07
24.501,1.17E-07,8.53E-07
24.51,1.39E-07,1.01E-06
24.519,2.09E-08,1.53E-07
24.529,2.49E-07,1.82E-06
24.538,1.54E-07,1.12E-06
24.548,9.29E-08,6.78E-07
24.557,2.29E-07,1.67E-06
24.566,1.75E-07,1.28E-06
24.576,1.14E-07,8.35E-07
24.585,9.51E-08,6.94E-07
24.595,7.26E-08,5.29E-07
24.604,5.52E-08,4.02E-07
24.613,1.21E-07,8.83E-07
24.623,1.38E-07,1.00E-06
24.632,9.63E-08,7.03E-07
24.641,1.84E-07,1.34E-06
24.651,9.00E-08,6.57E-07
24.66,5.66E-08,4.13E-07
24.67,2.17E-07,1.58E-06
24.679,1.63E-07,1.19E-06
24.688,1.38E-07,1.01E-06
24.698,1.87E-07,1.37E-06
24.707,2.08E-07,1.52E-06
24.717,1.32E-08,9.65E-08
