Freq_Hz,Accel_g,Accel_main
34.896,7.34E-08,5.36E-07
34.906,4.68E-08,3.41E-07
34.915,5.32E-08,3.88E-07
34.924,6.41E-08,4.68E-07
34.934,9.23E-08,6.74E-07
34.943,1.10E-07,8.04E-07
34.953,1.05E-07,7.63E-07
34.962,9.83E-08,7.17E-07
34.971,5.75E-08,4.19E-07
34.981,9.97E-08,7.27E-07
34.99,6.95E-08,5.07E-07
35,6.57E-08,4.79E-07
35.009,7.10E-08,5.18E-07
35.018,1.79E-08,1.31E-07
35.028,3.19E-08,2.33E-07
35.037,7.01E-08,5.12E-07
35.046,1.31E-07,9.55E-07
35.056,1.05E-07,7.67E-07
35.065,3.88E-08,2.83E-07
35.075,3.95E-08,2.88E-07
35.084,4.22E-08,3.08E-07
35.093,4.68E-08,3.42E-07
35.103,2.57E-08,1.87E-07
35.112,7.83E-08,5.71E-07
35.122,3.07E-08,2.24E-07
35.131,4.53E-08,3.30E-07
35.14,7.25E-08,5.29E-07
35.15,1.95E-08,1.42E-07
35.159,7.27E-08,5.31E-07
35.169,9.17E-08,6.69E-07
35.178,2.38E-08,1.74E-07
35.187,2.53E-08,1.85E-07
35.197,2.92E-08,2.13E-07
35.206,2.41E-08,1.76E-07
35.215,3.83E-08,2.79E-07
35.225,5.06E-08,3.69E-07
35.234,3.65E-08,2.66E-07
35.244,2.12E-08,1.54E-07
35.253,8.36E-08,6.10E-07
35.262,7.97E-08,5.82E-07
35.272,7.83E-08,5.71E-07
35.281,1.71E-08,1.25E-07
35.291,6.21E-08,4.53E-07
35.3,1.81E-08,1.32E-07
35.309,3.09E-08,2.25E-07
35.319,2.11E-08,1.54E-07
35.328,9.74E-08,7.10E-07
35.338,2.35E-08,1.71E-07
35.347,3.69E-08,2.69E-07
35.356,7.53E-08,5.50E-07
35.366,4.76E-08,3.47E-07
35.375,8.67E-08,6.32E-07
35.385,5.69E-08,4.15E-07
35.394,4.18E-08,3.05E-07
35.403,7.49E-08,5.46E-07
35.413,7.95E-08,5.80E-07
35.422,7.40E-08,5.40E-07
35.431,3.06E-08,2.24E-07
35.441,5.60E-08,4.09E-07
35.45,7.93E-08,5.78E-07
35.46,4.17E-08,3.04E-07
35.469,6.17E-08,4.50E-07
35.478,1.13E-08,8.26E-08
35.488,1.86E-08,1.36E-07
35.497,7.04E-08,5.14E-07
35.507,1.46E-07,1.07E-06
35.516,9.60E-08,7.00E-07
35.525,6.74E-08,4.92E-07
35.535,3.75E-08,2.73E-07
35.544,7.81E-08,5.70E-07
35.554,5.44E-08,3.97E-07
35.563,7.73E-08,5.64E-07
35.572,7.50E-08,5.47E-07
35.582,6.23E-08,4.55E-07
35.591,3.33E-08,2.43E-07
35.601,3.77E-08,2.75E-07
35.61,4.93E-08,3.60E-07
35.619,3.09E-08,2.26E-07
35.629,3.40E-08,2.48E-07
35.638,6.63E-09,4.84E-08
35.647,2.19E-08,1.60E-07
35.657,2.40E-08,1.75E-07
35.666,4.27E-09,3.12E-08
35.676,1.63E-08,1.19E-07
35.685,3.21E-08,2.35E-07
35.694,2.66E-08,1.94E-07
35.704,5.78E-08,4.22E-07
35.713,4.67E-08,3.41E-07
35.723,7.04E-08,5.14E-07
35.732,3.05E-08,2.23E-07
35.741,3.92E-08,2.86E-07
35.751,5.46E-08,3.98E-07
35.76,4.18E-08,3.05E-07
35.77,1.96E-08,1.43E-07
35.779,1.94E-08,1.42E-07
35.788,3.46E-08,2.53E-07
35.798,2.07E-08,1.51E-07
35.807,2.49E-08,1.82E-07
35.817,6.33E-08,4.62E-07
35.826,2.22E-08,1.62E-07
35.835,3.12E-08,2.27E-07
35.845,3.29E-08,2.40E-07
35.854,3.12E-08,2.27E-07
35.863,4.81E-08,3.51E-07
35.873,6.02E-08,4.40E-07
35.882,2.98E-08,2.17E-07
35.892,7.55E-08,5.51E-07
35.901,1.44E-08,1.05E-07
35.91,4.65E-08,3.39E-07
35.92,3.26E-08,2.38E-07
35.929,7.94E-08,5.79E-07
35.939,1.81E-08,1.32E-07
35.948,2.47E-08,1.81E-07
35.957,2.47E-08,1.80E-07
35.967,4.97E-08,3.62E-07
35.976,3.41E-08,2.49E-07
35.986,5.67E-08,4.13E-07
35.995,5.13E-08,3.75E-07
36.004,1.18E-08,8.61E-08
36.014,2.29E-08,1.67E-07
36.023,1.60E-08,1.17E-07
36.032,1.10E-08,8.06E-08
36.042,8.12E-08,5.93E-07
36.051,5.79E-08,4.22E-07
36.061,4.37E-08,3.19E-07
36.07,7.55E-08,5.51E-07
36.079,6.33E-08,4.62E-07
36.089,3.99E-08,2.91E-07
36.098,3.77E-08,2.75E-07
36.108,5.18E-08,3.78E-07
36.117,3.04E-08,2.22E-07
36.126,1.99E-08,1.45E-07
36.136,5.94E-08,4.34E-07
36.145,6.80E-08,4.96E-07
36.155,6.12E-08,4.46E-07
36.164,5.72E-08,4.18E-07
36.173,2.46E-08,1.80E-07
36.183,1.60E-08,1.17E-07
36.192,4.30E-08,3.14E-07
36.202,5.68E-08,4.15E-07
36.211,6.15E-08,4.49E-07
36.22,6.98E-08,5.09E-07
36.23,5.27E-08,3.84E-07
36.239,9.24E-09,6.74E-08
36.248,1.21E-07,8.86E-07
36.258,4.75E-08,3.46E-07
36.267,1.30E-08,9.47E-08
36.277,6.64E-08,4.85E-07
36.286,5.42E-08,3.95E-07
36.295,2.87E-08,2.09E-07
36.305,8.61E-08,6.28E-07
36.314,8.75E-08,6.38E-07
36.324,4.50E-08,3.28E-07
36.333,4.70E-08,3.43E-07
36.342,6.82E-08,4.97E-07
36.352,5.74E-08,4.19E-07
36.361,2.07E-08,1.51E-07
36.371,5.20E-08,3.80E-07
36.38,4.82E-08,3.52E-07
36.389,9.14E-08,6.67E-07
36.399,8.27E-08,6.04E-07
36.408,7.39E-08,5.39E-07
36.418,5.30E-08,3.87E-07
36.427,2.90E-08,2.12E-07
36.436,3.35E-08,2.44E-07
36.446,2.52E-08,1.84E-07
36.455,4.32E-08,3.15E-07
36.464,5.62E-08,4.10E-07
36.474,3.20E-08,2.33E-07
36.483,5.59E-08,4.08E-07
36.493,2.96E-08,2.16E-07
36.502,5.49E-08,4.01E-07
36.511,4.35E-08,3.17E-07
36.521,3.28E-08,2.39E-07
36.53,1.26E-08,9.20E-08
36.54,2.18E-08,1.59E-07
36.549,3.18E-08,2.32E-07
36.558,3.60E-08,2.63E-07
36.568,6.36E-08,4.64E-07
36.577,5.23E-08,3.82E-07
36.587,3.13E-08,2.29E-07
36.596,4.79E-08,3.49E-07
36.605,5.09E-08,3.71E-07
36.615,3.23E-08,2.36E-07
36.624,1.97E-08,1.44E-07
36.634,5.05E-08,3.68E-07
36.643,5.11E-08,3.73E-07
36.652,2.47E-08,1.80E-07
36.662,4.74E-08,3.46E-07
36.671,2.09E-08,1.53E-07
36.68,9.26E-08,6.76E-07
36.69,1.11E-08,8.11E-08
36.699,2.89E-08,2.11E-07
36.709,3.38E-08,2.47E-07
36.718,9.17E-08,6.69E-07
36.727,3.01E-08,2.19E-07
36.737,6.43E-08,4.69E-07
36.746,3.86E-08,2.82E-07
36.756,2.54E-08,1.85E-07
36.765,6.86E-08,5.01E-07
36.774,4.22E-08,3.08E-07
36.784,1.60E-08,1.17E-07
36.793,1.13E-08,8.26E-08
36.803,2.62E-08,1.91E-07
36.812,2.31E-08,1.69E-07
36.821,5.05E-08,3.68E-07
36.831,6.20E-08,4.52E-07
36.84,4.80E-08,3.51E-07
36.849,3.81E-09,2.78E-08
36.859,1.59E-08,1.16E-07
36.868,5.38E-08,3.93E-07
36.878,6.30E-08,4.60E-07
36.887,4.34E-08,3.17E-07
36.896,3.10E-08,2.26E-07
36.906,5.40E-08,3.94E-07
36.915,1.41E-08,1.03E-07
36.925,1.69E-08,1.23E-07
36.934,4.44E-08,3.24E-07
36.943,4.55E-08,3.32E-07
36.953,4.26E-08,3.11E-07
36.962,7.66E-08,5.59E-07
36.972,5.54E-08,4.04E-07
36.981,4.72E-08,3.44E-07
36.99,1.23E-08,8.97E-08
37,4.07E-08,2.97E-07
37.009,2.51E-08,1.83E-07
37.019,4.14E-08,3.02E-07
37.028,1.86E-08,1.36E-07
37.037,2.92E-08,2.13E-07
37.047,3.12E-08,2.27E-07
37.056,6.36E-08,4.64E-07
37.065,1.60E-08,1.17E-07
37.075,7.06E-09,5.15E-08
37.084,2.02E-08,1.47E-07
37.094,2.99E-08,2.18E-07
37.103,7.53E-09,5.49E-08
37.112,1.17E-08,8.53E-08
37.122,1.31E-08,9.58E-08
37.131,6.28E-08,4.59E-07
37.141,4.20E-08,3.07E-07
37.15,3.75E-08,2.74E-07
37.159,3.90E-08,2.85E-07
37.169,4.53E-08,3.31E-07
37.178,8.18E-08,5.97E-07
37.188,2.97E-08,2.17E-07
37.197,4.66E-08,3.40E-07
37.206,5.58E-08,4.07E-07
37.216,6.12E-08,4.46E-07
37.225,2.87E-08,2.09E-07
37.235,5.53E-08,4.04E-07
37.244,5.47E-08,3.99E-07
37.253,5.26E-08,3.84E-07
37.263,4.20E-08,3.06E-07
37.272,7.73E-08,5.64E-07
37.281,5.94E-08,4.33E-07
37.291,4.94E-08,3.61E-07
37.3,4.27E-08,3.12E-07
37.31,7.63E-08,5.57E-07
37.319,3.62E-08,2.64E-07
37.328,8.57E-08,6.25E-07
37.338,4.02E-08,2.93E-07
37.347,4.31E-08,3.15E-07
37.357,3.22E-08,2.35E-07
37.366,2.77E-08,2.02E-07
37.375,1.64E-08,1.19E-07
37.385,4.87E-08,3.55E-07
37.394,3.55E-08,2.59E-07
37.404,3.22E-08,2.35E-07
37.413,2.44E-08,1.78E-07
37.422,7.15E-09,5.21E-08
37.432,4.60E-08,3.36E-07
37.441,5.68E-08,4.14E-07
37.451,4.72E-08,3.45E-07
37.46,3.25E-08,2.37E-07
37.469,3.44E-08,2.51E-07
37.479,5.06E-08,3.69E-07
37.488,4.14E-08,3.02E-07
37.497,3.13E-08,2.29E-07
37.507,4.77E-08,3.48E-07
37.516,8.12E-08,5.93E-07
37.526,3.84E-08,2.80E-07
37.535,2.97E-08,2.17E-07
37.544,2.06E-08,1.50E-07
37.554,4.14E-08,3.02E-07
37.563,2.90E-08,2.11E-07
37.573,3.02E-08,2.21E-07
37.582,4.39E-08,3.20E-07
37.591,2.51E-08,1.83E-07
37.601,1.39E-08,1.02E-07
37.61,4.67E-08,3.41E-07
37.62,3.24E-08,2.36E-07
37.629,1.65E-08,1.20E-07
37.638,2.47E-08,1.80E-07
37.648,1.73E-08,1.26E-07
37.657,2.62E-08,1.91E-07
37.666,6.87E-08,5.01E-07
37.676,6.18E-08,4.51E-07
37.685,5.49E-08,4.00E-07
37.695,4.91E-08,3.58E-07
37.704,4.46E-08,3.25E-07
37.713,4.86E-08,3.55E-07
37.723,2.19E-08,1.60E-07
37.732,1.02E-08,7.45E-08
37.742,3.99E-08,2.91E-07
37.751,3.99E-08,2.91E-07
37.76,2.05E-08,1.50E-07
37.77,3.88E-08,2.83E-07
37.779,3.73E-08,2.73E-07
37.789,6.69E-08,4.88E-07
37.798,3.45E-08,2.52E-07
37.807,3.92E-08,2.86E-07
37.817,5.01E-08,3.65E-07
37.826,2.76E-08,2.01E-07
37.836,8.30E-09,6.06E-08
37.845,2.03E-08,1.48E-07
37.854,2.79E-08,2.03E-07
37.864,5.31E-08,3.88E-07
37.873,3.30E-08,2.41E-07
37.882,2.73E-08,1.99E-07
37.892,4.09E-08,2.98E-07
37.901,7.18E-08,5.24E-07
37.911,2.07E-08,1.51E-07
37.92,5.36E-08,3.91E-07
37.929,1.78E-08,1.30E-07
37.939,2.44E-08,1.78E-07
37.948,4.30E-08,3.14E-07
37.958,2.63E-08,1.92E-07
37.967,4.62E-08,3.37E-07
37.976,5.56E-08,4.06E-07
37.986,3.39E-08,2.47E-07
37.995,4.31E-08,3.14E-07
38.005,1.95E-08,1.42E-07
38.014,4.27E-08,3.12E-07
38.023,2.69E-08,1.96E-07
38.033,5.08E-08,3.71E-07
38.042,7.98E-08,5.83E-07
38.052,1.40E-08,1.02E-07
38.061,6.88E-08,5.02E-07
38.07,3.09E-08,2.25E-07
38.08,1.41E-08,1.03E-07
38.089,3.16E-08,2.30E-07
38.098,4.40E-08,3.21E-07
38.108,4.59E-08,3.35E-07
38.117,5.93E-08,4.33E-07
38.127,3.97E-08,2.89E-07
38.136,2.09E-08,1.52E-07
38.145,6.88E-08,5.02E-07
38.155,5.78E-08,4.22E-07
38.164,6.46E-08,4.72E-07
38.174,3.25E-08,2.37E-07
38.183,5.96E-08,4.35E-07
38.192,2.86E-08,2.09E-07
38.202,4.69E-08,3.42E-07
38.211,1.40E-08,1.02E-07
38.221,5.16E-08,3.77E-07
38.23,8.32E-08,6.07E-07
38.239,5.72E-08,4.17E-07
38.249,7.01E-08,5.11E-07
38.258,8.86E-08,6.47E-07
38.268,3.61E-08,2.64E-07
38.277,6.89E-08,5.02E-07
38.286,4.06E-08,2.96E-07
38.296,5.41E-08,3.95E-07
38.305,4.68E-08,3.41E-07
38.314,4.76E-08,3.47E-07
38.324,4.74E-08,3.46E-07
38.333,7.86E-08,5.74E-07
38.343,3.57E-08,2.61E-07
38.352,2.28E-08,1.66E-07
38.361,1.70E-08,1.24E-07
38.371,6.16E-08,4.49E-07
38.38,7.92E-08,5.78E-07
38.39,4.73E-08,3.45E-07
38.399,5.14E-08,3.75E-07
38.408,7.93E-08,5.78E-07
38.418,9.72E-08,7.09E-07
38.427,5.23E-08,3.82E-07
38.437,7.52E-08,5.48E-07
38.446,5.07E-08,3.70E-07
38.455,3.90E-08,2.85E-07
38.465,5.39E-08,3.93E-07
38.474,5.03E-08,3.67E-07
38.483,5.54E-08,4.05E-07
38.493,6.47E-08,4.72E-07
38.502,7.69E-08,5.61E-07
38.512,4.18E-08,3.05E-07
38.521,1.79E-08,1.30E-07
38.53,1.02E-07,7.44E-07
38.54,5.53E-08,4.04E-07
38.549,1.21E-07,8.81E-07
38.559,6.74E-08,4.92E-07
38.568,6.95E-08,5.07E-07
38.577,3.68E-08,2.69E-07
38.587,7.31E-08,5.34E-07
38.596,1.52E-07,1.11E-06
38.606,1.06E-07,7.77E-07
38.615,7.23E-08,5.28E-07
38.624,9.47E-08,6.91E-07
38.634,5.40E-08,3.94E-07
38.643,5.49E-08,4.00E-07
38.653,1.02E-07,7.45E-07
38.662,3.30E-08,2.41E-07
38.671,8.77E-08,6.40E-07
38.681,4.97E-08,3.63E-07
38.69,3.54E-08,2.58E-07
38.699,6.77E-08,4.94E-07
38.709,8.18E-08,5.97E-07
38.718,3.31E-08,2.42E-07
38.728,8.45E-08,6.17E-07
38.737,5.18E-08,3.78E-07
38.746,8.99E-08,6.56E-07
38.756,7.79E-08,5.68E-07
38.765,5.47E-08,3.99E-07
38.775,1.09E-07,7.97E-07
38.784,7.54E-08,5.50E-07
38.793,3.78E-08,2.76E-07
38.803,8.35E-08,6.10E-07
38.812,1.11E-08,8.09E-08
38.822,6.74E-08,4.92E-07
38.831,2.22E-08,1.62E-07
38.84,1.81E-08,1.32E-07
38.85,7.33E-08,5.35E-07
38.859,4.12E-08,3.00E-07
38.869,4.95E-08,3.61E-07
38.878,2.39E-08,1.74E-07
38.887,8.77E-08,6.40E-07
38.897,4.89E-08,3.57E-07
38.906,6.98E-08,5.10E-07
38.915,1.27E-07,9.27E-07
38.925,8.48E-08,6.19E-07
38.934,7.86E-08,5.74E-07
38.944,4.01E-08,2.92E-07
38.953,3.46E-08,2.53E-07
38.962,2.31E-08,1.68E-07
38.972,3.33E-08,2.43E-07
38.981,8.44E-08,6.15E-07
38.991,7.45E-08,5.44E-07
39,2.60E-08,1.90E-07
39.009,4.63E-08,3.38E-07
39.019,4.43E-08,3.23E-07
39.028,3.74E-08,2.73E-07
39.038,1.68E-08,1.23E-07
39.047,4.35E-08,3.18E-07
39.056,8.13E-08,5.93E-07
39.066,4.85E-08,3.54E-07
39.075,2.40E-08,1.75E-07
39.085,3.67E-08,2.68E-07
39.094,4.63E-08,3.38E-07
39.103,5.25E-08,3.83E-07
39.113,2.38E-08,1.74E-07
39.122,4.73E-08,3.45E-07
39.131,4.14E-08,3.02E-07
39.141,5.36E-08,3.91E-07
39.15,4.50E-08,3.28E-07
39.16,2.91E-08,2.12E-07
39.169,3.47E-08,2.53E-07
39.178,5.68E-08,4.15E-07
39.188,4.91E-08,3.58E-07
39.197,2.09E-08,1.52E-07
39.207,5.70E-08,4.16E-07
39.216,4.93E-08,3.60E-07
39.225,1.95E-08,1.42E-07
39.235,5.76E-08,4.20E-07
39.244,3.60E-08,2.63E-07
39.254,5.83E-08,4.25E-07
39.263,2.43E-08,1.77E-07
39.272,3.76E-08,2.75E-07
39.282,4.81E-08,3.51E-07
39.291,2.24E-08,1.63E-07
39.3,3.36E-08,2.45E-07
39.31,3.44E-08,2.51E-07
39.319,3.98E-08,2.90E-07
39.329,2.80E-08,2.04E-07
39.338,1.79E-08,1.31E-07
39.347,1.80E-08,1.31E-07
39.357,2.34E-08,1.71E-07
39.366,1.97E-08,1.43E-07
39.376,6.55E-08,4.78E-07
39.385,2.85E-08,2.08E-07
39.394,3.73E-08,2.72E-07
39.404,3.86E-08,2.82E-07
39.413,1.95E-08,1.42E-07
39.423,4.58E-08,3.34E-07
39.432,3.98E-08,2.90E-07
39.441,3.57E-08,2.61E-07
39.451,4.34E-08,3.16E-07
39.46,4.33E-08,3.16E-07
39.47,3.00E-08,2.19E-07
39.479,1.04E-08,7.58E-08
39.488,1.63E-08,1.19E-07
39.498,4.85E-08,3.54E-07
39.507,2.55E-08,1.86E-07
39.516,5.47E-09,3.99E-08
39.526,1.57E-08,1.14E-07
39.535,5.59E-08,4.08E-07
39.545,1.58E-08,1.15E-07
39.554,1.88E-08,1.38E-07
39.563,5.26E-08,3.84E-07
39.573,3.77E-08,2.75E-07
39.582,6.48E-08,4.73E-07
39.592,3.16E-08,2.30E-07
39.601,4.70E-08,3.43E-07
39.61,3.90E-08,2.85E-07
39.62,4.39E-08,3.21E-07
39.629,4.24E-08,3.09E-07
39.639,1.85E-08,1.35E-07
39.648,4.53E-08,3.30E-07
39.657,3.88E-08,2.83E-07
39.667,7.03E-08,5.13E-07
39.676,1.15E-07,8.43E-07
39.686,1.12E-07,8.14E-07
39.695,2.31E-07,1.68E-06
39.704,1.96E-08,1.43E-07
39.714,3.49E-08,2.55E-07
39.723,6.31E-08,4.61E-07
39.732,1.82E-08,1.33E-07
39.742,3.07E-08,2.24E-07
39.751,6.90E-08,5.03E-07
39.761,9.68E-09,7.06E-08
39.77,3.36E-08,2.45E-07
39.779,2.29E-08,1.67E-07
39.789,4.53E-08,3.30E-07
39.798,6.98E-08,5.10E-07
39.808,3.03E-08,2.21E-07
39.817,2.19E-08,1.60E-07
39.826,4.76E-08,3.47E-07
39.836,4.66E-08,3.40E-07
39.845,3.03E-08,2.21E-07
39.855,1.93E-08,1.41E-07
39.864,6.94E-08,5.06E-07
39.873,9.23E-09,6.73E-08
39.883,5.28E-08,3.85E-07
39.892,8.10E-08,5.91E-07
39.902,3.66E-08,2.67E-07
39.911,6.63E-08,4.84E-07
39.92,9.02E-08,6.58E-07
39.93,9.41E-09,6.87E-08
39.939,4.12E-08,3.01E-07
39.948,3.80E-08,2.77E-07
39.958,1.71E-08,1.25E-07
39.967,4.39E-08,3.20E-07
39.977,2.49E-08,1.82E-07
39.986,6.40E-08,4.67E-07
39.995,7.62E-08,5.56E-07
40.005,9.17E-08,6.69E-07
40.014,1.26E-07,9.21E-07
40.024,1.69E-07,1.24E-06
40.033,2.15E-07,1.57E-06
40.042,3.20E-07,2.33E-06
40.052,5.07E-07,3.70E-06
40.061,3.42E-07,2.50E-06
40.071,4.81E-07,3.51E-06
40.08,1.73E-07,1.26E-06
40.089,6.50E-07,4.74E-06
40.099,1.65E-06,1.20E-05
40.108,9.65E-07,7.04E-06
40.117,1.06E-06,7.70E-06
40.127,4.91E-07,3.58E-06
40.136,2.16E-07,1.58E-06
40.146,2.53E-07,1.85E-06
40.155,1.97E-07,1.44E-06
40.164,1.99E-07,1.45E-06
40.174,1.35E-07,9.87E-07
40.183,1.10E-07,8.06E-07
40.193,2.03E-08,1.48E-07
40.202,4.98E-08,3.63E-07
40.211,8.01E-08,5.84E-07
40.221,5.99E-08,4.37E-07
40.23,5.68E-08,4.14E-07
40.24,3.81E-08,2.78E-07
40.249,4.82E-08,3.51E-07
40.258,8.79E-08,6.41E-07
40.268,5.74E-08,4.19E-07
40.277,1.68E-08,1.22E-07
40.287,4.21E-08,3.08E-07
40.296,5.44E-08,3.97E-07
40.305,6.96E-08,5.08E-07
40.315,1.03E-07,7.48E-07
40.324,7.21E-08,5.26E-07
40.333,2.76E-08,2.01E-07
40.343,1.05E-08,7.69E-08
40.352,7.69E-08,5.61E-07
40.362,6.76E-08,4.93E-07
40.371,4.65E-08,3.39E-07
40.38,5.31E-08,3.87E-07
40.39,5.12E-08,3.73E-07
40.399,1.02E-07,7.44E-07
40.409,4.28E-08,3.12E-07
40.418,6.38E-08,4.66E-07
40.427,4.10E-08,2.99E-07
40.437,1.19E-09,8.68E-09
40.446,6.60E-08,4.82E-07
40.456,5.91E-08,4.31E-07
40.465,4.25E-08,3.10E-07
40.474,9.82E-09,7.16E-08
40.484,1.81E-08,1.32E-07
40.493,3.06E-08,2.24E-07
40.503,3.81E-08,2.78E-07
40.512,4.26E-08,3.11E-07
40.521,3.84E-08,2.80E-07
40.531,3.12E-08,2.28E-07
40.54,1.86E-08,1.36E-07
40.549,4.07E-08,2.97E-07
40.559,4.22E-08,3.08E-07
40.568,1.36E-08,9.92E-08
40.578,1.66E-08,1.21E-07
40.587,1.59E-08,1.16E-07
40.596,5.25E-08,3.83E-07
40.606,3.00E-08,2.19E-07
40.615,2.40E-08,1.75E-07
40.625,5.31E-08,3.88E-07
40.634,7.38E-08,5.38E-07
40.643,9.31E-09,6.79E-08
40.653,1.43E-08,1.04E-07
40.662,1.30E-08,9.46E-08
40.672,7.07E-08,5.16E-07
40.681,6.53E-08,4.77E-07
40.69,4.62E-08,3.37E-07
40.7,3.10E-08,2.26E-07
40.709,2.84E-08,2.07E-07
40.719,9.06E-08,6.61E-07
40.728,2.57E-08,1.88E-07
40.737,5.01E-08,3.66E-07
40.747,4.00E-08,2.92E-07
40.756,3.06E-08,2.23E-07
40.765,2.47E-08,1.80E-07
40.775,3.58E-08,2.61E-07
40.784,1.88E-08,1.37E-07
40.794,3.82E-08,2.79E-07
40.803,4.63E-08,3.38E-07
40.812,7.29E-08,5.32E-07
40.822,3.13E-08,2.29E-07
40.831,6.84E-08,4.99E-07
40.841,6.29E-08,4.59E-07
40.85,6.25E-08,4.56E-07
40.859,3.17E-08,2.32E-07
40.869,1.76E-08,1.28E-07
40.878,4.60E-08,3.36E-07
40.888,4.25E-08,3.10E-07
40.897,5.93E-08,4.33E-07
40.906,4.16E-08,3.03E-07
40.916,2.99E-08,2.18E-07
40.925,4.30E-08,3.13E-07
40.934,3.31E-08,2.42E-07
40.944,6.21E-08,4.53E-07
40.953,3.71E-08,2.71E-07
40.963,5.79E-08,4.22E-07
40.972,6.81E-09,4.97E-08
40.981,3.75E-08,2.74E-07
40.991,3.08E-08,2.25E-07
41,1.23E-08,9.00E-08
41.01,3.74E-08,2.73E-07
41.019,2.85E-08,2.08E-07
41.028,1.37E-08,9.98E-08
41.038,1.46E-08,1.06E-07
41.047,2.06E-08,1.50E-07
41.057,1.64E-08,1.20E-07
41.066,1.35E-08,9.82E-08
41.075,3.59E-08,2.62E-07
41.085,7.34E-09,5.36E-08
41.094,4.35E-08,3.17E-07
41.104,6.11E-08,4.46E-07
41.113,4.81E-08,3.51E-07
41.122,5.93E-08,4.33E-07
41.132,5.16E-08,3.76E-07
41.141,1.62E-08,1.18E-07
41.15,1.10E-08,8.05E-08
41.16,6.73E-09,4.91E-08
41.169,2.14E-08,1.56E-07
41.179,4.05E-08,2.95E-07
41.188,2.53E-08,1.84E-07
41.197,4.20E-08,3.06E-07
41.207,6.76E-08,4.93E-07
41.216,1.08E-08,7.91E-08
41.226,1.05E-08,7.66E-08
41.235,6.26E-08,4.56E-07
41.244,7.19E-09,5.24E-08
41.254,6.23E-08,4.54E-07
41.263,6.57E-08,4.80E-07
41.273,1.62E-08,1.18E-07
41.282,5.37E-08,3.92E-07
41.291,4.71E-08,3.44E-07
41.301,2.00E-08,1.46E-07
41.31,8.72E-08,6.36E-07
41.32,1.29E-08,9.44E-08
41.329,4.52E-08,3.30E-07
41.338,6.17E-08,4.50E-07
41.348,1.83E-08,1.34E-07
41.357,3.63E-08,2.65E-07
41.366,4.13E-08,3.01E-07
41.376,3.11E-08,2.27E-07
41.385,4.14E-08,3.02E-07
41.395,2.40E-08,1.75E-07
41.404,4.36E-08,3.18E-07
41.413,2.44E-08,1.78E-07
41.423,2.93E-08,2.14E-07
41.432,3.32E-08,2.42E-07
41.442,5.06E-09,3.70E-08
41.451,5.44E-08,3.97E-07
41.46,2.61E-08,1.91E-07
41.47,4.70E-08,3.43E-07
41.479,6.53E-08,4.77E-07
41.489,2.19E-08,1.60E-07
41.498,2.52E-08,1.84E-07
41.507,4.31E-08,3.15E-07
41.517,7.27E-09,5.31E-08
41.526,6.27E-09,4.57E-08
41.536,2.45E-09,1.79E-08
41.545,2.27E-08,1.66E-07
41.554,4.76E-08,3.47E-07
41.564,4.07E-08,2.97E-07
41.573,1.89E-08,1.38E-07
41.582,2.75E-08,2.01E-07
41.592,4.65E-08,3.39E-07
41.601,4.11E-08,3.00E-07
41.611,4.06E-08,2.96E-07
41.62,2.05E-08,1.49E-07
41.629,4.81E-08,3.51E-07
41.639,2.32E-08,1.70E-07
41.648,3.44E-08,2.51E-07
41.658,3.85E-08,2.81E-07
41.667,5.15E-08,3.76E-07
41.676,2.12E-08,1.55E-07
41.686,3.69E-08,2.69E-07
41.695,5.81E-08,4.24E-07
41.705,1.00E-08,7.31E-08
41.714,4.10E-08,2.99E-07
41.723,2.89E-08,2.11E-07
41.733,4.76E-08,3.48E-07
41.742,8.85E-08,6.46E-07
41.751,4.91E-08,3.58E-07
41.761,2.86E-08,2.08E-07
41.77,5.17E-08,3.77E-07
41.78,9.08E-08,6.63E-07
41.789,7.50E-08,5.47E-07
41.798,4.50E-08,3.28E-07
41.808,2.83E-08,2.07E-07
41.817,7.67E-08,5.60E-07
41.827,1.31E-08,9.53E-08
41.836,4.05E-08,2.96E-07
41.845,2.42E-08,1.76E-07
41.855,1.92E-08,1.40E-07
41.864,3.70E-08,2.70E-07
41.874,3.33E-08,2.43E-07
41.883,6.63E-08,4.84E-07
41.892,3.57E-08,2.61E-07
41.902,1.64E-08,1.19E-07
41.911,1.14E-08,8.28E-08
41.921,3.77E-08,2.75E-07
41.93,3.30E-08,2.41E-07
41.939,5.56E-08,4.06E-07
41.949,1.62E-08,1.18E-07
41.958,7.12E-08,5.20E-07
41.967,8.96E-08,6.54E-07
41.977,9.23E-08,6.73E-07
41.986,9.08E-08,6.63E-07
41.996,2.64E-08,1.93E-07
42.005,2.72E-08,1.98E-07
42.014,4.50E-08,3.29E-07
42.024,4.92E-08,3.59E-07
42.033,2.09E-08,1.52E-07
42.043,3.77E-08,2.75E-07
42.052,8.26E-08,6.03E-07
42.061,3.13E-08,2.29E-07
42.071,5.83E-08,4.25E-07
42.08,1.74E-08,1.27E-07
42.09,5.09E-08,3.72E-07
42.099,2.68E-08,1.96E-07
42.108,4.97E-08,3.63E-07
42.118,6.74E-08,4.92E-07
42.127,1.13E-08,8.22E-08
42.137,6.42E-08,4.69E-07
42.146,4.26E-08,3.11E-07
42.155,3.28E-08,2.40E-07
42.165,2.18E-08,1.59E-07
42.174,1.93E-08,1.41E-07
42.183,4.26E-08,3.11E-07
