freq,xdft,psdx
35.794,5.89E-08,6.29E-07
35.798,1.87E-08,2.00E-07
35.803,3.36E-08,3.59E-07
35.807,1.06E-08,1.14E-07
35.811,2.56E-08,2.74E-07
35.816,4.02E-08,4.29E-07
35.82,2.97E-08,3.17E-07
35.824,1.59E-08,1.70E-07
35.829,4.56E-08,4.87E-07
35.833,2.69E-08,2.87E-07
35.838,4.47E-08,4.77E-07
35.842,2.22E-08,2.37E-07
35.846,3.95E-08,4.21E-07
35.851,7.55E-09,8.06E-08
35.855,4.04E-08,4.31E-07
35.86,4.20E-08,4.48E-07
35.864,1.10E-08,1.17E-07
35.868,1.45E-08,1.55E-07
35.873,4.96E-08,5.29E-07
35.877,2.63E-08,2.81E-07
35.881,2.55E-08,2.72E-07
35.886,9.12E-09,9.74E-08
35.89,3.64E-08,3.88E-07
35.895,2.40E-08,2.56E-07
35.899,9.66E-09,1.03E-07
35.903,3.10E-08,3.31E-07
35.908,1.90E-08,2.02E-07
35.912,4.67E-08,4.99E-07
35.917,2.94E-08,3.14E-07
35.921,1.76E-08,1.88E-07
35.925,1.86E-08,1.98E-07
35.93,2.88E-08,3.08E-07
35.934,4.59E-08,4.90E-07
35.939,2.41E-08,2.57E-07
35.943,2.87E-08,3.07E-07
35.947,2.22E-08,2.37E-07
35.952,2.93E-08,3.12E-07
35.956,4.26E-08,4.55E-07
35.96,1.60E-08,1.71E-07
35.965,2.63E-08,2.80E-07
35.969,4.77E-08,5.09E-07
35.974,3.15E-08,3.36E-07
35.978,1.10E-08,1.17E-07
35.982,3.31E-08,3.54E-07
35.987,3.88E-08,4.14E-07
35.991,4.28E-08,4.57E-07
35.996,2.62E-08,2.80E-07
36,1.34E-08,1.44E-07
36.004,5.20E-08,5.55E-07
36.009,7.18E-08,7.67E-07
36.013,3.08E-08,3.29E-07
36.017,1.37E-08,1.47E-07
36.022,4.00E-08,4.27E-07
36.026,2.79E-08,2.97E-07
36.031,1.70E-08,1.81E-07
36.035,3.10E-08,3.31E-07
36.039,2.87E-08,3.07E-07
36.044,4.90E-08,5.23E-07
36.048,1.76E-08,1.88E-07
36.053,3.45E-08,3.69E-07
36.057,9.01E-09,9.62E-08
36.061,4.59E-08,4.90E-07
36.066,2.23E-08,2.38E-07
36.07,1.27E-08,1.35E-07
36.075,4.92E-09,5.26E-08
36.079,1.67E-08,1.78E-07
36.083,1.00E-08,1.07E-07
36.088,1.57E-08,1.68E-07
36.092,4.06E-08,4.34E-07
36.096,2.16E-08,2.30E-07
36.101,1.41E-08,1.50E-07
36.105,4.45E-08,4.76E-07
36.11,3.82E-08,4.08E-07
36.114,2.26E-09,2.42E-08
36.118,2.93E-08,3.13E-07
36.123,2.97E-08,3.17E-07
36.127,2.71E-08,2.89E-07
36.132,1.11E-08,1.18E-07
36.136,2.81E-08,3.00E-07
36.14,2.38E-08,2.54E-07
36.145,1.42E-08,1.52E-07
36.149,2.92E-08,3.12E-07
36.153,5.01E-08,5.35E-07
36.158,8.91E-09,9.51E-08
36.162,3.73E-08,3.98E-07
36.167,7.28E-09,7.77E-08
36.171,5.87E-08,6.27E-07
36.175,2.55E-08,2.72E-07
36.18,1.79E-08,1.91E-07
36.184,1.50E-08,1.60E-07
36.189,2.91E-08,3.11E-07
36.193,2.59E-08,2.77E-07
36.197,2.69E-08,2.88E-07
36.202,1.70E-08,1.81E-07
36.206,5.92E-08,6.32E-07
36.21,1.43E-08,1.53E-07
36.215,5.44E-08,5.81E-07
36.219,2.65E-08,2.82E-07
36.224,2.93E-08,3.13E-07
36.228,7.38E-09,7.88E-08
36.232,4.52E-08,4.82E-07
36.237,1.97E-08,2.10E-07
36.241,2.28E-08,2.44E-07
36.246,3.02E-08,3.22E-07
36.25,3.53E-08,3.77E-07
36.254,2.16E-08,2.30E-07
36.259,3.37E-08,3.59E-07
36.263,1.55E-08,1.65E-07
36.268,3.03E-08,3.24E-07
36.272,2.30E-08,2.46E-07
36.276,1.89E-08,2.02E-07
36.281,2.17E-08,2.32E-07
36.285,4.64E-08,4.95E-07
36.289,2.38E-08,2.54E-07
36.294,4.74E-08,5.07E-07
36.298,1.99E-08,2.13E-07
36.303,4.20E-08,4.48E-07
36.307,3.84E-08,4.10E-07
36.311,1.91E-08,2.04E-07
36.316,1.48E-08,1.58E-07
36.32,1.64E-08,1.75E-07
36.325,3.77E-08,4.03E-07
36.329,4.36E-08,4.66E-07
36.333,1.38E-08,1.47E-07
36.338,4.42E-08,4.72E-07
36.342,5.73E-08,6.12E-07
36.346,1.07E-08,1.14E-07
36.351,1.64E-08,1.75E-07
36.355,2.47E-08,2.64E-07
36.36,5.10E-08,5.45E-07
36.364,4.00E-08,4.27E-07
36.368,1.18E-08,1.26E-07
36.373,1.72E-08,1.84E-07
36.377,2.54E-08,2.71E-07
36.382,4.52E-08,4.82E-07
36.386,3.02E-08,3.23E-07
36.39,2.03E-09,2.17E-08
36.395,2.75E-08,2.93E-07
36.399,1.80E-08,1.92E-07
36.403,4.82E-08,5.15E-07
36.408,2.64E-08,2.82E-07
36.412,4.53E-08,4.84E-07
36.417,5.39E-08,5.75E-07
36.421,2.40E-08,2.56E-07
36.425,1.11E-08,1.18E-07
36.43,2.13E-08,2.27E-07
36.434,2.64E-08,2.81E-07
36.439,3.46E-08,3.69E-07
36.443,2.49E-08,2.66E-07
36.447,4.01E-08,4.28E-07
36.452,1.35E-08,1.44E-07
36.456,2.89E-08,3.08E-07
36.461,3.48E-08,3.71E-07
36.465,3.53E-08,3.77E-07
36.469,2.76E-08,2.95E-07
36.474,4.59E-08,4.90E-07
36.478,2.28E-08,2.44E-07
36.482,1.57E-08,1.68E-07
36.487,2.77E-08,2.95E-07
36.491,1.17E-08,1.25E-07
36.496,3.80E-08,4.06E-07
36.5,1.25E-08,1.33E-07
36.504,4.61E-08,4.92E-07
36.509,9.44E-09,1.01E-07
36.513,2.97E-08,3.18E-07
36.518,2.26E-08,2.41E-07
36.522,9.30E-09,9.93E-08
36.526,1.04E-08,1.11E-07
36.531,8.15E-09,8.70E-08
36.535,3.53E-08,3.77E-07
36.539,2.79E-08,2.98E-07
36.544,2.08E-08,2.22E-07
36.548,6.03E-08,6.43E-07
36.553,2.41E-08,2.58E-07
36.557,3.25E-08,3.47E-07
36.561,2.05E-08,2.19E-07
36.566,1.67E-08,1.79E-07
36.57,3.22E-08,3.43E-07
36.575,2.12E-08,2.26E-07
36.579,2.05E-08,2.19E-07
36.583,1.29E-08,1.38E-07
36.588,2.95E-08,3.15E-07
36.592,3.32E-08,3.54E-07
36.596,4.16E-08,4.44E-07
36.601,4.02E-09,4.30E-08
36.605,1.09E-08,1.17E-07
36.61,2.25E-08,2.41E-07
36.614,1.69E-08,1.80E-07
36.618,3.03E-08,3.23E-07
36.623,1.29E-08,1.38E-07
36.627,2.93E-08,3.13E-07
36.632,1.23E-08,1.31E-07
36.636,4.35E-08,4.64E-07
36.64,3.81E-08,4.07E-07
36.645,2.51E-08,2.68E-07
36.649,3.05E-08,3.25E-07
36.654,3.66E-08,3.91E-07
36.658,3.33E-08,3.56E-07
36.662,2.63E-08,2.81E-07
36.667,4.29E-08,4.58E-07
36.671,1.67E-08,1.78E-07
36.675,1.65E-08,1.76E-07
36.68,2.81E-08,3.01E-07
36.684,5.92E-09,6.32E-08
36.689,4.91E-08,5.24E-07
36.693,2.94E-08,3.14E-07
36.697,1.26E-08,1.34E-07
36.702,1.97E-08,2.10E-07
36.706,1.75E-08,1.87E-07
36.711,4.78E-08,5.10E-07
36.715,5.68E-08,6.07E-07
36.719,2.28E-08,2.43E-07
36.724,4.53E-08,4.83E-07
36.728,4.26E-08,4.55E-07
36.732,1.63E-08,1.74E-07
36.737,2.18E-08,2.33E-07
36.741,2.70E-08,2.88E-07
36.746,3.81E-08,4.07E-07
36.75,2.76E-08,2.95E-07
36.754,5.89E-09,6.29E-08
36.759,1.19E-08,1.27E-07
36.763,1.71E-08,1.83E-07
36.768,4.09E-08,4.36E-07
36.772,2.31E-08,2.47E-07
36.776,1.43E-08,1.53E-07
36.781,5.44E-08,5.80E-07
36.785,5.02E-08,5.36E-07
36.79,2.02E-08,2.16E-07
36.794,2.78E-08,2.97E-07
36.798,2.96E-08,3.16E-07
36.803,2.33E-08,2.48E-07
36.807,3.80E-08,4.06E-07
36.811,1.02E-08,1.09E-07
36.816,2.09E-08,2.23E-07
36.82,2.14E-08,2.28E-07
36.825,3.53E-08,3.77E-07
36.829,4.02E-08,4.29E-07
36.833,2.47E-08,2.64E-07
36.838,2.81E-08,3.00E-07
36.842,2.23E-08,2.38E-07
36.847,3.03E-08,3.23E-07
36.851,2.68E-08,2.86E-07
36.855,8.13E-09,8.68E-08
36.86,3.40E-08,3.63E-07
36.864,2.21E-08,2.36E-07
36.868,1.80E-08,1.92E-07
36.873,2.20E-08,2.35E-07
36.877,1.25E-08,1.34E-07
36.882,4.62E-08,4.94E-07
36.886,1.19E-08,1.27E-07
36.89,1.66E-08,1.77E-07
36.895,2.33E-08,2.49E-07
36.899,1.89E-08,2.02E-07
36.904,2.61E-08,2.79E-07
36.908,8.83E-09,9.43E-08
36.912,4.09E-09,4.36E-08
36.917,3.31E-08,3.53E-07
36.921,1.54E-08,1.65E-07
36.925,2.43E-08,2.60E-07
36.93,2.13E-08,2.27E-07
36.934,3.29E-08,3.51E-07
36.939,4.17E-08,4.45E-07
36.943,1.43E-08,1.53E-07
36.947,5.12E-08,5.47E-07
36.952,2.60E-08,2.77E-07
36.956,2.39E-08,2.55E-07
36.961,4.10E-08,4.37E-07
36.965,4.77E-08,5.09E-07
36.969,2.12E-08,2.26E-07
36.974,1.25E-08,1.34E-07
36.978,3.93E-08,4.19E-07
36.983,3.55E-08,3.79E-07
36.987,7.69E-09,8.21E-08
36.991,1.47E-08,1.57E-07
36.996,3.18E-08,3.39E-07
37,1.28E-08,1.37E-07
37.004,1.87E-08,2.00E-07
37.009,4.51E-08,4.81E-07
37.013,1.49E-08,1.59E-07
37.018,1.42E-08,1.51E-07
37.022,1.29E-08,1.38E-07
37.026,1.75E-08,1.86E-07
37.031,3.37E-08,3.59E-07
37.035,3.07E-08,3.28E-07
37.04,3.17E-08,3.39E-07
37.044,2.74E-08,2.93E-07
37.048,2.14E-08,2.29E-07
37.053,2.85E-08,3.05E-07
37.057,2.27E-08,2.42E-07
37.061,3.32E-08,3.55E-07
37.066,7.72E-09,8.24E-08
37.07,1.10E-08,1.18E-07
37.075,3.48E-08,3.72E-07
37.079,3.20E-08,3.42E-07
37.083,2.42E-08,2.58E-07
37.088,2.80E-08,2.99E-07
37.092,3.27E-08,3.50E-07
37.097,1.23E-08,1.31E-07
37.101,7.53E-09,8.04E-08
37.105,2.72E-08,2.90E-07
37.11,5.75E-09,6.14E-08
37.114,3.03E-08,3.23E-07
37.118,1.03E-08,1.10E-07
37.123,2.69E-08,2.87E-07
37.127,3.78E-08,4.03E-07
37.132,2.27E-08,2.42E-07
37.136,2.70E-08,2.88E-07
37.14,5.10E-08,5.45E-07
37.145,4.55E-08,4.86E-07
37.149,2.61E-08,2.79E-07
37.154,1.64E-08,1.76E-07
37.158,2.59E-08,2.76E-07
37.162,2.07E-08,2.20E-07
37.167,3.80E-08,4.05E-07
37.171,2.80E-08,2.99E-07
37.176,5.04E-08,5.38E-07
37.18,1.96E-08,2.09E-07
37.184,2.56E-08,2.73E-07
37.189,3.63E-08,3.88E-07
37.193,4.22E-08,4.50E-07
37.197,1.84E-08,1.96E-07
37.202,1.05E-08,1.12E-07
37.206,4.03E-08,4.30E-07
37.211,3.30E-08,3.53E-07
37.215,3.15E-08,3.36E-07
37.219,7.41E-09,7.91E-08
37.224,2.14E-08,2.29E-07
37.228,2.43E-08,2.60E-07
37.233,2.55E-08,2.72E-07
37.237,2.15E-08,2.29E-07
37.241,1.17E-08,1.25E-07
37.246,4.49E-08,4.80E-07
37.25,1.67E-08,1.79E-07
37.254,2.86E-08,3.06E-07
37.259,2.79E-08,2.98E-07
37.263,8.48E-09,9.06E-08
37.268,2.47E-08,2.64E-07
37.272,2.10E-08,2.24E-07
37.276,1.89E-08,2.02E-07
37.281,2.44E-08,2.61E-07
37.285,2.39E-08,2.55E-07
37.29,3.22E-08,3.43E-07
37.294,3.68E-08,3.93E-07
37.298,2.30E-08,2.46E-07
37.303,2.76E-08,2.94E-07
37.307,1.91E-08,2.04E-07
37.311,2.64E-08,2.82E-07
37.316,1.50E-08,1.60E-07
37.32,5.04E-09,5.38E-08
37.325,4.56E-08,4.87E-07
37.329,1.80E-08,1.92E-07
37.333,3.09E-08,3.30E-07
37.338,1.42E-08,1.52E-07
37.342,1.47E-08,1.56E-07
37.347,3.46E-08,3.70E-07
37.351,4.46E-08,4.76E-07
37.355,3.41E-08,3.64E-07
37.36,2.78E-08,2.97E-07
37.364,1.81E-08,1.93E-07
37.369,1.28E-08,1.37E-07
37.373,4.89E-08,5.22E-07
37.377,4.81E-08,5.13E-07
37.382,6.77E-09,7.23E-08
37.386,3.74E-08,4.00E-07
37.39,4.22E-08,4.51E-07
37.395,2.56E-08,2.73E-07
37.399,3.23E-08,3.45E-07
37.404,1.93E-08,2.06E-07
37.408,1.82E-08,1.95E-07
37.412,2.05E-08,2.19E-07
37.417,2.01E-08,2.14E-07
37.421,2.16E-08,2.31E-07
37.426,5.13E-08,5.48E-07
37.43,5.34E-08,5.70E-07
37.434,4.03E-08,4.30E-07
37.439,1.75E-08,1.87E-07
37.443,5.13E-08,5.48E-07
37.447,5.75E-08,6.13E-07
37.452,6.08E-09,6.49E-08
37.456,1.75E-08,1.87E-07
37.461,2.44E-08,2.61E-07
37.465,3.88E-08,4.15E-07
37.469,4.90E-08,5.23E-07
37.474,2.90E-08,3.10E-07
37.478,2.59E-08,2.77E-07
37.483,9.32E-09,9.95E-08
37.487,2.60E-08,2.77E-07
37.491,3.63E-08,3.87E-07
37.496,3.53E-08,3.76E-07
37.5,8.97E-09,9.58E-08
37.505,1.36E-08,1.45E-07
37.509,3.68E-08,3.93E-07
37.513,2.03E-08,2.17E-07
37.518,2.66E-08,2.84E-07
37.522,1.86E-08,1.99E-07
37.526,7.97E-08,8.50E-07
37.531,2.39E-08,2.56E-07
37.535,2.70E-08,2.88E-07
37.54,3.99E-08,4.26E-07
37.544,5.44E-08,5.80E-07
37.548,2.02E-08,2.16E-07
37.553,1.83E-08,1.95E-07
37.557,2.76E-08,2.95E-07
37.562,3.58E-08,3.82E-07
37.566,4.12E-08,4.40E-07
37.57,7.36E-09,7.85E-08
37.575,9.99E-09,1.07E-07
37.579,6.11E-09,6.52E-08
37.583,6.20E-08,6.62E-07
37.588,7.42E-08,7.92E-07
37.592,4.86E-08,5.19E-07
37.597,4.23E-08,4.52E-07
37.601,3.72E-08,3.97E-07
37.605,2.45E-08,2.61E-07
37.61,5.58E-09,5.96E-08
37.614,1.50E-08,1.60E-07
37.619,3.61E-08,3.85E-07
37.623,4.56E-08,4.87E-07
37.627,1.92E-08,2.05E-07
37.632,2.53E-08,2.70E-07
37.636,9.21E-09,9.83E-08
37.64,2.28E-08,2.43E-07
37.645,2.80E-08,2.99E-07
37.649,4.28E-08,4.57E-07
37.654,5.31E-08,5.67E-07
37.658,3.69E-08,3.93E-07
37.662,2.62E-08,2.80E-07
37.667,2.28E-08,2.43E-07
37.671,2.58E-08,2.75E-07
37.676,2.85E-08,3.05E-07
37.68,4.82E-08,5.15E-07
37.684,2.36E-08,2.52E-07
37.689,3.16E-08,3.38E-07
37.693,4.29E-08,4.58E-07
37.698,4.06E-08,4.34E-07
37.702,3.85E-08,4.11E-07
37.706,3.68E-08,3.93E-07
37.711,7.12E-08,7.60E-07
37.715,5.18E-08,5.53E-07
37.719,4.04E-08,4.31E-07
37.724,1.01E-08,1.08E-07
37.728,1.04E-08,1.11E-07
37.733,2.24E-08,2.39E-07
37.737,1.22E-08,1.31E-07
37.741,3.98E-08,4.25E-07
37.746,3.42E-08,3.65E-07
37.75,3.06E-08,3.27E-07
37.755,1.37E-08,1.46E-07
37.759,3.24E-08,3.46E-07
37.763,2.22E-08,2.37E-07
37.768,2.83E-08,3.02E-07
37.772,3.00E-08,3.21E-07
37.776,3.83E-08,4.08E-07
37.781,3.55E-08,3.79E-07
37.785,2.14E-08,2.29E-07
37.79,3.50E-08,3.74E-07
37.794,3.54E-08,3.78E-07
37.798,2.89E-08,3.09E-07
37.803,4.73E-09,5.05E-08
37.807,1.15E-08,1.23E-07
37.812,4.02E-08,4.29E-07
37.816,3.66E-08,3.91E-07
37.82,1.78E-08,1.90E-07
37.825,1.58E-08,1.69E-07
37.829,4.57E-08,4.88E-07
37.833,4.24E-08,4.53E-07
37.838,2.31E-08,2.47E-07
37.842,1.59E-08,1.70E-07
37.847,2.16E-08,2.30E-07
37.851,4.34E-08,4.64E-07
37.855,4.02E-08,4.29E-07
37.86,3.42E-08,3.65E-07
37.864,3.80E-08,4.06E-07
37.869,5.76E-08,6.15E-07
37.873,3.70E-08,3.95E-07
37.877,3.11E-08,3.32E-07
37.882,1.45E-08,1.55E-07
37.886,2.63E-08,2.81E-07
37.891,4.55E-08,4.86E-07
37.895,3.64E-08,3.89E-07
37.899,3.60E-09,3.85E-08
37.904,2.04E-08,2.18E-07
37.908,3.80E-08,4.05E-07
37.912,3.90E-08,4.16E-07
37.917,1.66E-08,1.78E-07
37.921,1.27E-08,1.36E-07
37.926,5.90E-09,6.30E-08
37.93,3.59E-08,3.83E-07
37.934,4.01E-08,4.28E-07
37.939,1.44E-08,1.53E-07
37.943,3.39E-08,3.61E-07
37.948,5.83E-08,6.22E-07
37.952,4.40E-08,4.70E-07
37.956,1.57E-08,1.68E-07
37.961,2.82E-09,3.01E-08
37.965,4.99E-08,5.32E-07
37.969,5.32E-08,5.68E-07
37.974,1.89E-08,2.01E-07
37.978,3.22E-08,3.44E-07
37.983,2.72E-08,2.91E-07
37.987,1.82E-08,1.95E-07
37.991,3.43E-08,3.66E-07
37.996,2.01E-08,2.15E-07
38,1.64E-08,1.75E-07
38.005,2.39E-08,2.56E-07
38.009,3.78E-08,4.03E-07
38.013,5.21E-08,5.56E-07
38.018,4.20E-08,4.48E-07
38.022,5.80E-08,6.19E-07
38.026,1.99E-08,2.12E-07
38.031,2.10E-08,2.24E-07
38.035,9.35E-09,9.98E-08
38.04,4.26E-08,4.55E-07
38.044,6.06E-08,6.47E-07
38.048,3.67E-08,3.92E-07
38.053,2.60E-08,2.77E-07
38.057,1.21E-08,1.30E-07
38.062,2.33E-08,2.48E-07
38.066,3.46E-08,3.69E-07
38.07,2.87E-08,3.06E-07
38.075,4.24E-08,4.52E-07
38.079,5.04E-08,5.38E-07
38.084,2.02E-08,2.16E-07
38.088,3.38E-08,3.61E-07
38.092,5.80E-08,6.19E-07
38.097,2.08E-08,2.22E-07
38.101,1.40E-08,1.49E-07
38.105,1.31E-08,1.40E-07
38.11,2.15E-08,2.29E-07
38.114,3.68E-08,3.93E-07
38.119,3.64E-08,3.89E-07
38.123,2.43E-08,2.59E-07
38.127,1.36E-08,1.45E-07
38.132,6.95E-09,7.42E-08
38.136,3.40E-08,3.63E-07
38.141,2.43E-08,2.60E-07
38.145,4.76E-08,5.08E-07
38.149,1.76E-08,1.88E-07
38.154,3.76E-08,4.01E-07
38.158,1.02E-08,1.09E-07
38.162,3.85E-08,4.12E-07
38.167,1.47E-08,1.57E-07
38.171,1.65E-08,1.76E-07
38.176,3.65E-08,3.89E-07
38.18,2.54E-08,2.71E-07
38.184,1.62E-08,1.73E-07
38.189,9.90E-09,1.06E-07
38.193,2.41E-08,2.57E-07
38.198,3.21E-08,3.43E-07
38.202,2.60E-08,2.78E-07
38.206,1.60E-08,1.71E-07
38.211,2.15E-08,2.30E-07
38.215,3.05E-09,3.26E-08
38.219,2.21E-08,2.35E-07
38.224,3.87E-08,4.13E-07
38.228,3.95E-08,4.22E-07
38.233,2.76E-08,2.95E-07
38.237,2.35E-08,2.51E-07
38.241,1.68E-08,1.79E-07
38.246,1.67E-08,1.78E-07
38.25,4.11E-08,4.39E-07
38.255,3.96E-08,4.23E-07
38.259,5.97E-08,6.38E-07
38.263,2.38E-08,2.55E-07
38.268,2.92E-08,3.12E-07
38.272,2.62E-08,2.80E-07
38.277,1.88E-08,2.01E-07
38.281,2.68E-08,2.86E-07
38.285,3.31E-08,3.54E-07
38.29,3.49E-08,3.73E-07
38.294,4.38E-08,4.68E-07
38.298,3.49E-08,3.73E-07
38.303,2.87E-08,3.06E-07
38.307,1.48E-08,1.58E-07
38.312,2.51E-08,2.68E-07
38.316,6.08E-08,6.49E-07
38.32,2.36E-08,2.52E-07
38.325,1.24E-08,1.32E-07
38.329,2.28E-08,2.44E-07
38.334,1.54E-08,1.65E-07
38.338,3.89E-08,4.15E-07
38.342,1.40E-08,1.49E-07
38.347,4.70E-08,5.02E-07
38.351,2.40E-08,2.56E-07
38.355,1.78E-08,1.90E-07
38.36,1.13E-08,1.21E-07
38.364,1.47E-08,1.57E-07
38.369,9.14E-09,9.76E-08
38.373,2.97E-08,3.17E-07
38.377,1.81E-08,1.94E-07
38.382,8.96E-09,9.57E-08
38.386,2.66E-08,2.84E-07
38.391,1.68E-08,1.79E-07
38.395,1.67E-08,1.78E-07
38.399,5.15E-08,5.50E-07
38.404,6.53E-08,6.98E-07
38.408,5.33E-08,5.69E-07
38.413,4.25E-08,4.53E-07
38.417,4.28E-08,4.57E-07
38.421,2.18E-08,2.32E-07
38.426,1.58E-08,1.68E-07
38.43,1.49E-08,1.59E-07
38.434,3.10E-08,3.31E-07
38.439,1.89E-08,2.02E-07
38.443,8.40E-09,8.97E-08
38.448,1.88E-08,2.00E-07
38.452,3.99E-09,4.26E-08
38.456,5.25E-09,5.60E-08
38.461,5.47E-08,5.84E-07
38.465,3.89E-08,4.15E-07
38.47,4.37E-08,4.66E-07
38.474,1.96E-08,2.09E-07
38.478,3.45E-08,3.68E-07
38.483,6.03E-08,6.44E-07
38.487,5.31E-08,5.67E-07
38.491,1.82E-08,1.94E-07
38.496,2.03E-08,2.17E-07
38.5,1.67E-08,1.79E-07
38.505,9.00E-09,9.61E-08
38.509,1.45E-08,1.54E-07
38.513,2.19E-08,2.34E-07
38.518,4.18E-08,4.47E-07
38.522,1.78E-08,1.90E-07
38.527,1.38E-08,1.47E-07
38.531,1.39E-08,1.48E-07
38.535,3.71E-08,3.96E-07
38.54,1.59E-08,1.70E-07
38.544,3.28E-08,3.50E-07
38.548,1.84E-08,1.96E-07
38.553,5.22E-08,5.57E-07
38.557,8.35E-08,8.92E-07
38.562,4.07E-08,4.35E-07
38.566,3.62E-08,3.87E-07
38.57,1.13E-08,1.21E-07
38.575,4.06E-08,4.34E-07
38.579,2.24E-08,2.39E-07
38.584,1.83E-08,1.95E-07
38.588,4.26E-08,4.55E-07
38.592,2.94E-08,3.14E-07
38.597,1.11E-08,1.19E-07
38.601,5.90E-08,6.30E-07
38.606,1.01E-08,1.08E-07
38.61,1.31E-08,1.40E-07
38.614,5.84E-08,6.24E-07
38.619,2.16E-08,2.31E-07
38.623,4.46E-08,4.76E-07
38.627,1.85E-08,1.97E-07
38.632,3.84E-08,4.10E-07
38.636,3.97E-08,4.24E-07
38.641,3.03E-08,3.24E-07
38.645,1.90E-08,2.03E-07
38.649,3.96E-08,4.23E-07
38.654,2.76E-08,2.95E-07
38.658,6.89E-09,7.36E-08
38.663,2.60E-09,2.77E-08
38.667,3.00E-08,3.20E-07
38.671,1.76E-08,1.88E-07
38.676,1.24E-08,1.33E-07
38.68,1.39E-08,1.49E-07
38.684,2.93E-08,3.12E-07
38.689,2.02E-08,2.15E-07
38.693,1.89E-08,2.02E-07
38.698,1.86E-08,1.99E-07
38.702,1.92E-08,2.05E-07
38.706,1.14E-08,1.21E-07
38.711,5.63E-08,6.01E-07
38.715,2.70E-08,2.89E-07
38.72,2.90E-08,3.10E-07
38.724,6.08E-08,6.50E-07
38.728,4.34E-08,4.64E-07
38.733,2.97E-09,3.17E-08
38.737,1.52E-08,1.63E-07
38.741,4.48E-08,4.78E-07
38.746,5.11E-08,5.46E-07
38.75,2.72E-08,2.91E-07
38.755,4.38E-08,4.67E-07
38.759,3.83E-08,4.09E-07
38.763,2.03E-08,2.17E-07
38.768,2.49E-08,2.66E-07
38.772,1.52E-08,1.62E-07
38.777,1.75E-08,1.86E-07
38.781,2.67E-08,2.85E-07
38.785,1.25E-08,1.34E-07
38.79,4.36E-08,4.66E-07
38.794,3.47E-08,3.70E-07
38.799,3.43E-08,3.66E-07
38.803,3.10E-08,3.31E-07
38.807,6.74E-09,7.20E-08
38.812,2.82E-08,3.01E-07
38.816,4.36E-08,4.66E-07
38.82,5.82E-08,6.22E-07
38.825,5.22E-08,5.58E-07
38.829,7.50E-09,8.00E-08
38.834,3.30E-08,3.52E-07
38.838,2.82E-08,3.01E-07
38.842,3.96E-08,4.23E-07
38.847,1.71E-08,1.83E-07
38.851,4.14E-08,4.42E-07
38.856,2.45E-08,2.62E-07
38.86,1.86E-08,1.99E-07
38.864,1.55E-08,1.65E-07
38.869,1.66E-08,1.77E-07
38.873,5.47E-08,5.84E-07
38.877,5.40E-08,5.76E-07
38.882,2.51E-08,2.68E-07
38.886,2.81E-08,3.00E-07
38.891,3.19E-08,3.41E-07
38.895,1.94E-08,2.08E-07
38.899,4.29E-09,4.58E-08
38.904,5.19E-08,5.54E-07
38.908,5.49E-08,5.86E-07
38.913,5.48E-08,5.85E-07
38.917,6.96E-09,7.44E-08
38.921,3.74E-08,4.00E-07
38.926,1.92E-08,2.05E-07
38.93,2.91E-08,3.11E-07
38.934,4.14E-08,4.42E-07
38.939,9.50E-09,1.01E-07
38.943,2.68E-08,2.86E-07
38.948,1.54E-08,1.64E-07
38.952,7.17E-09,7.65E-08
38.956,4.23E-08,4.51E-07
38.961,1.83E-08,1.95E-07
38.965,2.06E-08,2.20E-07
38.97,4.45E-08,4.75E-07
38.974,3.46E-08,3.70E-07
38.978,2.50E-08,2.67E-07
38.983,4.09E-08,4.37E-07
38.987,6.95E-08,7.41E-07
38.992,5.08E-08,5.43E-07
38.996,2.44E-08,2.60E-07
39,2.21E-08,2.36E-07
39.005,4.45E-08,4.75E-07
39.009,1.02E-08,1.09E-07
39.013,4.17E-09,4.45E-08
39.018,2.23E-08,2.38E-07
39.022,1.69E-08,1.81E-07
39.027,2.78E-08,2.97E-07
39.031,1.30E-08,1.39E-07
39.035,2.58E-08,2.76E-07
39.04,1.20E-08,1.28E-07
39.044,1.74E-08,1.85E-07
39.049,2.51E-08,2.68E-07
39.053,4.70E-08,5.02E-07
39.057,5.77E-08,6.16E-07
39.062,4.56E-08,4.87E-07
39.066,2.77E-08,2.96E-07
39.07,1.66E-08,1.77E-07
39.075,4.49E-08,4.79E-07
39.079,3.40E-08,3.63E-07
39.084,3.06E-08,3.26E-07
39.088,9.09E-09,9.71E-08
39.092,3.93E-08,4.19E-07
39.097,3.52E-08,3.76E-07
39.101,1.37E-08,1.46E-07
39.106,4.21E-08,4.50E-07
39.11,4.03E-08,4.31E-07
39.114,2.82E-08,3.01E-07
39.119,2.01E-08,2.14E-07
39.123,1.17E-08,1.25E-07
39.128,3.35E-08,3.58E-07
39.132,2.88E-08,3.08E-07
39.136,7.59E-08,8.10E-07
39.141,3.25E-08,3.47E-07
39.145,2.18E-08,2.33E-07
39.149,3.05E-08,3.26E-07
39.154,4.39E-08,4.68E-07
39.158,2.80E-08,2.99E-07
39.163,1.80E-08,1.92E-07
39.167,2.87E-08,3.06E-07
39.171,1.19E-08,1.27E-07
39.176,5.61E-08,5.99E-07
39.18,3.97E-08,4.24E-07
39.185,2.41E-08,2.58E-07
39.189,5.05E-08,5.39E-07
39.193,1.53E-08,1.63E-07
39.198,4.59E-08,4.90E-07
