freq,xdft,psdx
0,9.95E-21,1.50E-19
0.0043865,6.99E-06,7.46E-05
0.008773,7.08E-06,7.56E-05
0.013159,8.39E-06,8.96E-05
0.017546,5.33E-06,5.69E-05
0.021932,6.04E-06,6.45E-05
0.026319,4.28E-06,4.57E-05
0.030705,2.09E-06,2.24E-05
0.035092,2.35E-06,2.50E-05
0.039478,2.22E-06,2.37E-05
0.043865,1.89E-06,2.02E-05
0.048251,1.63E-06,1.75E-05
0.052638,1.63E-06,1.75E-05
0.057024,1.80E-06,1.92E-05
0.061411,1.32E-06,1.41E-05
0.065797,1.16E-06,1.24E-05
0.070184,1.18E-06,1.26E-05
0.07457,1.10E-06,1.18E-05
0.078957,8.86E-07,9.46E-06
0.083343,1.11E-06,1.18E-05
0.08773,9.89E-07,1.06E-05
0.092116,8.81E-07,9.41E-06
0.096503,7.77E-07,8.30E-06
0.10089,8.76E-07,9.36E-06
0.10528,7.80E-07,8.33E-06
0.10966,7.93E-07,8.47E-06
0.11405,7.07E-07,7.55E-06
0.11844,6.72E-07,7.17E-06
0.12282,6.32E-07,6.75E-06
0.12721,6.32E-07,6.75E-06
0.13159,5.98E-07,6.38E-06
0.13598,6.01E-07,6.41E-06
0.14037,5.68E-07,6.06E-06
0.14475,5.64E-07,6.02E-06
0.14914,5.33E-07,5.69E-06
0.15353,5.46E-07,5.83E-06
0.15791,4.69E-07,5.01E-06
0.1623,5.04E-07,5.38E-06
0.16669,4.48E-07,4.79E-06
0.17107,5.11E-07,5.46E-06
0.17546,4.38E-07,4.68E-06
0.17985,4.67E-07,4.98E-06
0.18423,4.25E-07,4.54E-06
0.18862,3.96E-07,4.23E-06
0.19301,4.38E-07,4.67E-06
0.19739,3.95E-07,4.22E-06
0.20178,4.27E-07,4.56E-06
0.20617,4.01E-07,4.28E-06
0.21055,4.11E-07,4.38E-06
0.21494,3.86E-07,4.12E-06
0.21932,3.61E-07,3.86E-06
0.22371,3.86E-07,4.12E-06
0.2281,3.63E-07,3.88E-06
0.23248,3.45E-07,3.68E-06
0.23687,3.46E-07,3.70E-06
0.24126,3.28E-07,3.50E-06
0.24564,3.40E-07,3.63E-06
0.25003,3.07E-07,3.28E-06
0.25442,3.47E-07,3.70E-06
0.2588,2.91E-07,3.11E-06
0.26319,3.26E-07,3.48E-06
0.26758,2.89E-07,3.09E-06
0.27196,3.29E-07,3.51E-06
0.27635,2.89E-07,3.08E-06
0.28074,2.90E-07,3.09E-06
0.28512,3.08E-07,3.29E-06
0.28951,2.79E-07,2.98E-06
0.29389,2.81E-07,3.00E-06
0.29828,2.76E-07,2.94E-06
0.30267,2.93E-07,3.13E-06
0.30705,2.55E-07,2.72E-06
0.31144,2.40E-07,2.56E-06
0.31583,2.53E-07,2.70E-06
0.32021,2.55E-07,2.73E-06
0.3246,2.67E-07,2.85E-06
0.32899,2.55E-07,2.72E-06
0.33337,2.65E-07,2.83E-06
0.33776,2.30E-07,2.46E-06
0.34215,2.49E-07,2.66E-06
0.34653,2.51E-07,2.68E-06
0.35092,2.46E-07,2.63E-06
0.35531,2.45E-07,2.62E-06
0.35969,2.30E-07,2.46E-06
0.36408,2.42E-07,2.58E-06
0.36847,2.20E-07,2.35E-06
0.37285,2.22E-07,2.37E-06
0.37724,1.99E-07,2.13E-06
0.38162,2.25E-07,2.40E-06
0.38601,2.06E-07,2.20E-06
0.3904,2.09E-07,2.23E-06
0.39478,2.06E-07,2.20E-06
0.39917,2.05E-07,2.19E-06
0.40356,2.22E-07,2.37E-06
0.40794,1.84E-07,1.97E-06
0.41233,2.27E-07,2.42E-06
0.41672,1.89E-07,2.01E-06
0.4211,2.08E-07,2.22E-06
0.42549,2.15E-07,2.30E-06
0.42988,1.95E-07,2.09E-06
0.43426,2.02E-07,2.16E-06
0.43865,1.84E-07,1.96E-06
0.44304,1.85E-07,1.97E-06
0.44742,1.74E-07,1.85E-06
0.45181,1.96E-07,2.09E-06
0.4562,1.71E-07,1.83E-06
0.46058,1.84E-07,1.96E-06
0.46497,1.57E-07,1.68E-06
0.46935,1.67E-07,1.78E-06
0.47374,1.97E-07,2.10E-06
0.47813,1.60E-07,1.71E-06
0.48251,1.79E-07,1.91E-06
0.4869,1.53E-07,1.63E-06
0.49129,1.84E-07,1.96E-06
0.49567,1.82E-07,1.95E-06
0.50006,1.74E-07,1.86E-06
0.50445,1.45E-07,1.54E-06
0.50883,1.59E-07,1.70E-06
0.51322,1.97E-07,2.10E-06
0.51761,1.48E-07,1.58E-06
0.52199,1.61E-07,1.72E-06
0.52638,1.66E-07,1.78E-06
0.53077,1.40E-07,1.49E-06
0.53515,1.69E-07,1.81E-06
0.53954,1.20E-07,1.28E-06
0.54392,1.74E-07,1.86E-06
0.54831,1.35E-07,1.44E-06
0.5527,1.60E-07,1.70E-06
0.55708,1.59E-07,1.70E-06
0.56147,1.73E-07,1.84E-06
0.56586,1.59E-07,1.70E-06
0.57024,1.28E-07,1.36E-06
0.57463,1.46E-07,1.56E-06
0.57902,1.34E-07,1.43E-06
0.5834,2.08E-07,2.23E-06
0.58779,1.42E-07,1.51E-06
0.59218,1.39E-07,1.49E-06
0.59656,1.37E-07,1.46E-06
0.60095,1.20E-07,1.28E-06
0.60534,1.74E-07,1.85E-06
0.60972,1.20E-07,1.28E-06
0.61411,1.45E-07,1.54E-06
0.6185,1.03E-07,1.10E-06
0.62288,1.59E-07,1.70E-06
0.62727,1.59E-07,1.70E-06
0.63165,1.03E-07,1.10E-06
0.63604,1.26E-07,1.35E-06
0.64043,1.38E-07,1.48E-06
0.64481,1.39E-07,1.49E-06
0.6492,1.48E-07,1.58E-06
0.65359,9.42E-08,1.01E-06
0.65797,1.25E-07,1.33E-06
0.66236,1.04E-07,1.11E-06
0.66675,1.72E-07,1.84E-06
0.67113,1.35E-07,1.44E-06
0.67552,1.05E-07,1.13E-06
0.67991,1.18E-07,1.26E-06
0.68429,1.28E-07,1.36E-06
0.68868,1.65E-07,1.76E-06
0.69307,1.40E-07,1.49E-06
0.69745,6.72E-08,7.18E-07
0.70184,1.16E-07,1.24E-06
0.70623,1.38E-07,1.47E-06
0.71061,1.62E-07,1.73E-06
0.715,7.98E-08,8.51E-07
0.71938,8.13E-08,8.68E-07
0.72377,1.81E-07,1.94E-06
0.72816,7.35E-08,7.85E-07
0.73254,1.73E-07,1.85E-06
0.73693,6.79E-08,7.25E-07
0.74132,1.11E-07,1.19E-06
0.7457,2.24E-07,2.39E-06
0.75009,3.21E-08,3.43E-07
0.75448,1.61E-07,1.72E-06
0.75886,8.08E-08,8.62E-07
0.76325,1.68E-07,1.80E-06
0.76764,1.03E-07,1.10E-06
0.77202,4.24E-08,4.53E-07
0.77641,8.46E-08,9.03E-07
0.7808,1.64E-07,1.75E-06
0.78518,1.44E-07,1.53E-06
0.78957,1.35E-07,1.44E-06
0.79395,1.73E-07,1.85E-06
0.79834,2.58E-07,2.76E-06
0.80273,8.03E-08,8.58E-07
0.80711,1.69E-07,1.81E-06
0.8115,2.14E-07,2.29E-06
0.81589,4.04E-08,4.32E-07
0.82027,2.62E-07,2.80E-06
0.82466,1.27E-07,1.35E-06
0.82905,7.90E-08,8.43E-07
0.83343,1.42E-07,1.52E-06
0.83782,1.73E-07,1.85E-06
0.84221,1.04E-07,1.11E-06
0.84659,7.40E-08,7.90E-07
0.85098,2.29E-07,2.44E-06
0.85537,2.25E-07,2.40E-06
0.85975,1.30E-07,1.39E-06
0.86414,1.08E-07,1.16E-06
0.86853,1.53E-07,1.63E-06
0.87291,1.49E-07,1.59E-06
0.8773,9.46E-08,1.01E-06
0.88168,1.31E-07,1.40E-06
0.88607,1.40E-07,1.49E-06
0.89046,8.73E-08,9.32E-07
0.89484,1.83E-07,1.95E-06
0.89923,3.29E-08,3.52E-07
0.90362,6.24E-08,6.66E-07
0.908,1.10E-07,1.17E-06
0.91239,1.38E-07,1.47E-06
0.91678,1.38E-07,1.48E-06
0.92116,6.44E-08,6.88E-07
0.92555,7.24E-08,7.73E-07
0.92994,8.37E-08,8.94E-07
0.93432,8.91E-08,9.51E-07
0.93871,1.40E-07,1.49E-06
0.9431,5.75E-08,6.14E-07
0.94748,7.15E-08,7.64E-07
0.95187,8.05E-08,8.60E-07
0.95626,1.00E-07,1.07E-06
0.96064,9.84E-08,1.05E-06
0.96503,1.06E-07,1.13E-06
0.96941,1.12E-07,1.19E-06
0.9738,7.77E-08,8.29E-07
0.97819,1.10E-07,1.17E-06
0.98257,1.08E-07,1.15E-06
0.98696,1.03E-07,1.10E-06
0.99135,1.09E-07,1.16E-06
0.99573,6.88E-08,7.35E-07
1.0001,4.15E-08,4.43E-07
1.0045,9.76E-08,1.04E-06
1.0089,8.79E-08,9.38E-07
1.0133,6.49E-08,6.93E-07
1.0177,8.68E-08,9.26E-07
1.0221,7.35E-08,7.85E-07
1.0264,6.62E-08,7.07E-07
1.0308,1.14E-07,1.22E-06
1.0352,6.87E-08,7.34E-07
1.0396,4.82E-08,5.15E-07
1.044,1.02E-07,1.09E-06
1.0484,1.26E-07,1.35E-06
1.0528,1.22E-07,1.30E-06
1.0571,7.91E-08,8.44E-07
1.0615,7.81E-08,8.33E-07
1.0659,7.52E-08,8.03E-07
1.0703,8.29E-08,8.85E-07
1.0747,6.65E-08,7.09E-07
1.0791,5.16E-08,5.51E-07
1.0835,1.38E-07,1.47E-06
1.0878,4.07E-08,4.34E-07
1.0922,7.88E-08,8.41E-07
1.0966,9.42E-08,1.01E-06
1.101,6.02E-08,6.43E-07
1.1054,1.02E-07,1.09E-06
1.1098,8.67E-08,9.26E-07
1.1142,9.17E-08,9.79E-07
1.1186,9.18E-08,9.80E-07
1.1229,9.52E-08,1.02E-06
1.1273,7.87E-08,8.40E-07
1.1317,1.05E-08,1.12E-07
1.1361,1.31E-07,1.40E-06
1.1405,2.59E-08,2.76E-07
1.1449,2.27E-08,2.42E-07
1.1493,9.85E-08,1.05E-06
1.1536,8.03E-08,8.58E-07
1.158,1.48E-07,1.58E-06
1.1624,9.74E-08,1.04E-06
1.1668,3.77E-08,4.03E-07
1.1712,7.32E-08,7.81E-07
1.1756,1.12E-07,1.20E-06
1.18,1.14E-07,1.22E-06
1.1844,4.66E-08,4.97E-07
1.1887,8.20E-08,8.75E-07
1.1931,1.09E-07,1.16E-06
1.1975,1.58E-07,1.69E-06
1.2019,1.13E-07,1.20E-06
1.2063,8.82E-08,9.42E-07
1.2107,5.43E-08,5.80E-07
1.2151,9.98E-08,1.07E-06
1.2194,1.45E-07,1.54E-06
1.2238,1.43E-07,1.53E-06
1.2282,7.66E-08,8.18E-07
1.2326,5.13E-08,5.47E-07
1.237,1.52E-07,1.62E-06
1.2414,1.15E-07,1.22E-06
1.2458,6.86E-08,7.33E-07
1.2502,5.33E-08,5.69E-07
1.2545,9.79E-08,1.04E-06
1.2589,1.33E-07,1.42E-06
1.2633,8.22E-08,8.77E-07
1.2677,4.83E-08,5.16E-07
1.2721,8.71E-08,9.30E-07
1.2765,2.67E-07,2.85E-06
1.2809,2.01E-07,2.14E-06
1.2852,1.15E-07,1.23E-06
1.2896,6.49E-08,6.93E-07
1.294,1.59E-07,1.70E-06
1.2984,3.18E-07,3.39E-06
1.3028,3.08E-07,3.29E-06
1.3072,2.49E-07,2.66E-06
1.3116,2.65E-07,2.83E-06
1.3159,3.95E-07,4.22E-06
1.3203,4.63E-07,4.94E-06
1.3247,4.92E-07,5.25E-06
1.3291,4.35E-07,4.64E-06
1.3335,4.68E-07,5.00E-06
1.3379,4.30E-07,4.59E-06
1.3423,4.77E-07,5.09E-06
1.3467,4.91E-07,5.24E-06
1.351,4.57E-07,4.88E-06
1.3554,4.28E-07,4.57E-06
1.3598,3.69E-07,3.94E-06
1.3642,4.05E-07,4.32E-06
1.3686,3.34E-07,3.57E-06
1.373,2.51E-07,2.68E-06
1.3774,2.55E-07,2.72E-06
1.3817,1.91E-07,2.04E-06
1.3861,5.70E-08,6.09E-07
1.3905,2.06E-07,2.20E-06
1.3949,1.89E-07,2.02E-06
1.3993,2.18E-07,2.33E-06
1.4037,3.14E-07,3.35E-06
1.4081,2.13E-07,2.27E-06
1.4125,2.75E-07,2.94E-06
1.4168,1.97E-07,2.11E-06
1.4212,1.63E-07,1.74E-06
1.4256,1.90E-07,2.03E-06
1.43,9.46E-08,1.01E-06
1.4344,1.24E-07,1.32E-06
1.4388,8.71E-08,9.30E-07
1.4432,1.05E-07,1.12E-06
1.4475,6.18E-08,6.60E-07
1.4519,6.31E-08,6.74E-07
1.4563,4.53E-08,4.83E-07
1.4607,1.50E-07,1.60E-06
1.4651,1.40E-07,1.49E-06
1.4695,1.44E-07,1.54E-06
1.4739,6.49E-08,6.93E-07
1.4782,1.75E-07,1.87E-06
1.4826,9.86E-08,1.05E-06
1.487,2.71E-07,2.89E-06
1.4914,7.81E-08,8.34E-07
1.4958,1.65E-07,1.76E-06
1.5002,3.48E-08,3.72E-07
1.5046,2.00E-07,2.14E-06
1.509,7.17E-08,7.66E-07
1.5133,1.19E-07,1.27E-06
1.5177,5.69E-08,6.07E-07
1.5221,1.06E-07,1.13E-06
1.5265,9.69E-08,1.03E-06
1.5309,5.39E-08,5.75E-07
1.5353,1.27E-07,1.35E-06
1.5397,5.63E-08,6.01E-07
1.544,1.55E-07,1.66E-06
1.5484,1.33E-07,1.42E-06
1.5528,1.18E-07,1.27E-06
1.5572,9.44E-08,1.01E-06
1.5616,1.11E-07,1.19E-06
1.566,1.75E-07,1.86E-06
1.5704,1.16E-07,1.24E-06
1.5748,9.15E-08,9.77E-07
1.5791,7.42E-08,7.92E-07
1.5835,1.01E-07,1.07E-06
1.5879,8.69E-08,9.28E-07
1.5923,6.41E-08,6.84E-07
1.5967,6.53E-08,6.97E-07
1.6011,6.12E-08,6.53E-07
1.6055,1.20E-07,1.28E-06
1.6098,4.18E-08,4.46E-07
1.6142,6.59E-08,7.04E-07
1.6186,1.29E-07,1.37E-06
1.623,1.23E-07,1.32E-06
1.6274,1.21E-07,1.29E-06
1.6318,8.55E-08,9.13E-07
1.6362,7.88E-08,8.41E-07
1.6405,1.42E-07,1.52E-06
1.6449,1.38E-07,1.47E-06
1.6493,7.42E-08,7.93E-07
1.6537,3.07E-08,3.28E-07
1.6581,3.83E-08,4.09E-07
1.6625,1.03E-07,1.09E-06
1.6669,9.31E-08,9.94E-07
1.6713,8.22E-09,8.77E-08
1.6756,3.91E-08,4.17E-07
1.68,1.02E-07,1.09E-06
1.6844,5.08E-08,5.43E-07
1.6888,6.94E-08,7.41E-07
1.6932,6.09E-08,6.50E-07
1.6976,1.46E-07,1.56E-06
1.702,1.25E-07,1.33E-06
1.7063,9.27E-08,9.89E-07
1.7107,8.23E-08,8.79E-07
1.7151,5.98E-08,6.39E-07
1.7195,1.33E-07,1.42E-06
1.7239,7.61E-08,8.13E-07
1.7283,7.45E-08,7.95E-07
1.7327,2.72E-08,2.90E-07
1.7371,5.96E-08,6.36E-07
1.7414,1.03E-07,1.10E-06
1.7458,9.57E-08,1.02E-06
1.7502,5.93E-08,6.34E-07
1.7546,5.66E-08,6.04E-07
1.759,1.26E-07,1.34E-06
1.7634,9.41E-08,1.01E-06
1.7678,4.82E-08,5.15E-07
1.7721,1.05E-07,1.12E-06
1.7765,6.87E-08,7.33E-07
1.7809,1.17E-07,1.25E-06
1.7853,6.08E-08,6.49E-07
1.7897,7.21E-08,7.70E-07
1.7941,6.57E-08,7.02E-07
1.7985,8.34E-08,8.91E-07
1.8028,6.74E-08,7.20E-07
1.8072,9.13E-08,9.75E-07
1.8116,4.06E-08,4.33E-07
1.816,3.93E-08,4.20E-07
1.8204,5.65E-08,6.03E-07
1.8248,1.07E-07,1.14E-06
1.8292,1.05E-08,1.13E-07
1.8336,9.09E-08,9.71E-07
1.8379,1.41E-08,1.51E-07
1.8423,1.09E-07,1.17E-06
1.8467,6.86E-08,7.33E-07
1.8511,1.02E-07,1.09E-06
1.8555,6.12E-08,6.54E-07
1.8599,3.22E-08,3.44E-07
1.8643,8.87E-08,9.47E-07
1.8686,4.55E-08,4.86E-07
1.873,8.07E-08,8.62E-07
1.8774,6.76E-08,7.22E-07
1.8818,5.77E-08,6.16E-07
1.8862,7.77E-08,8.29E-07
1.8906,3.30E-08,3.53E-07
1.895,3.46E-08,3.69E-07
1.8994,5.31E-08,5.67E-07
1.9037,5.12E-08,5.47E-07
1.9081,4.67E-08,4.98E-07
1.9125,1.27E-07,1.36E-06
1.9169,3.47E-08,3.71E-07
1.9213,6.24E-08,6.66E-07
1.9257,9.79E-08,1.04E-06
1.9301,4.96E-08,5.30E-07
1.9344,9.37E-08,1.00E-06
1.9388,1.13E-07,1.20E-06
1.9432,2.73E-08,2.92E-07
1.9476,4.11E-08,4.39E-07
1.952,9.65E-08,1.03E-06
1.9564,3.91E-08,4.18E-07
1.9608,4.68E-08,4.99E-07
1.9651,6.69E-08,7.14E-07
1.9695,2.98E-08,3.18E-07
1.9739,8.42E-08,8.99E-07
1.9783,1.52E-07,1.62E-06
1.9827,4.02E-08,4.29E-07
1.9871,1.02E-07,1.09E-06
1.9915,8.71E-08,9.30E-07
1.9959,6.76E-08,7.22E-07
2.0002,4.10E-08,4.38E-07
2.0046,3.98E-08,4.25E-07
2.009,1.14E-07,1.22E-06
2.0134,7.34E-08,7.84E-07
2.0178,1.13E-07,1.21E-06
2.0222,2.77E-08,2.96E-07
2.0266,8.26E-08,8.82E-07
2.0309,7.31E-08,7.80E-07
2.0353,5.07E-08,5.42E-07
2.0397,1.83E-08,1.95E-07
2.0441,3.63E-08,3.87E-07
2.0485,1.52E-08,1.62E-07
2.0529,6.58E-08,7.02E-07
2.0573,1.32E-07,1.41E-06
2.0617,2.81E-08,3.00E-07
2.066,3.84E-08,4.10E-07
2.0704,4.93E-08,5.26E-07
2.0748,1.03E-08,1.10E-07
2.0792,8.70E-08,9.29E-07
2.0836,6.54E-08,6.98E-07
2.088,7.46E-08,7.97E-07
2.0924,3.83E-08,4.09E-07
2.0967,9.68E-08,1.03E-06
2.1011,4.33E-08,4.63E-07
2.1055,3.26E-08,3.48E-07
2.1099,8.17E-08,8.73E-07
2.1143,3.59E-08,3.83E-07
2.1187,8.88E-08,9.48E-07
2.1231,7.52E-08,8.03E-07
2.1274,8.15E-08,8.71E-07
2.1318,9.20E-08,9.82E-07
2.1362,6.29E-08,6.71E-07
2.1406,3.15E-08,3.37E-07
2.145,2.83E-08,3.02E-07
2.1494,7.03E-08,7.51E-07
2.1538,5.01E-08,5.34E-07
2.1582,4.33E-08,4.62E-07
2.1625,5.80E-08,6.20E-07
2.1669,6.29E-08,6.71E-07
2.1713,2.89E-08,3.08E-07
2.1757,9.39E-08,1.00E-06
2.1801,3.29E-08,3.51E-07
2.1845,8.56E-08,9.14E-07
2.1889,1.03E-07,1.10E-06
2.1932,3.91E-08,4.17E-07
2.1976,6.50E-08,6.94E-07
2.202,7.15E-08,7.63E-07
2.2064,3.34E-08,3.56E-07
2.2108,7.35E-08,7.85E-07
2.2152,7.07E-08,7.55E-07
2.2196,3.23E-08,3.45E-07
2.224,4.59E-08,4.90E-07
2.2283,7.15E-08,7.63E-07
2.2327,4.51E-08,4.81E-07
2.2371,1.72E-08,1.84E-07
2.2415,8.44E-09,9.01E-08
2.2459,4.66E-08,4.97E-07
2.2503,8.19E-08,8.75E-07
2.2547,6.69E-08,7.14E-07
2.259,4.99E-08,5.32E-07
2.2634,2.40E-08,2.57E-07
2.2678,4.40E-08,4.70E-07
2.2722,7.21E-08,7.70E-07
2.2766,4.62E-08,4.93E-07
2.281,3.30E-08,3.53E-07
2.2854,1.16E-08,1.24E-07
2.2897,6.66E-08,7.11E-07
2.2941,2.40E-08,2.56E-07
2.2985,4.37E-08,4.66E-07
2.3029,2.92E-08,3.12E-07
2.3073,4.30E-08,4.59E-07
2.3117,5.21E-08,5.56E-07
2.3161,1.42E-08,1.51E-07
2.3205,3.93E-08,4.20E-07
2.3248,3.92E-08,4.18E-07
2.3292,1.26E-08,1.35E-07
2.3336,2.93E-08,3.13E-07
2.338,2.52E-08,2.69E-07
2.3424,3.57E-08,3.81E-07
2.3468,2.98E-08,3.18E-07
2.3512,1.36E-07,1.45E-06
2.3555,3.78E-08,4.03E-07
2.3599,9.38E-09,1.00E-07
2.3643,3.28E-08,3.51E-07
2.3687,6.78E-08,7.23E-07
2.3731,8.62E-08,9.21E-07
2.3775,3.28E-08,3.51E-07
2.3819,7.63E-08,8.14E-07
2.3863,3.10E-08,3.31E-07
2.3906,8.20E-08,8.76E-07
2.395,1.05E-07,1.13E-06
2.3994,3.88E-08,4.14E-07
2.4038,7.91E-08,8.44E-07
2.4082,2.26E-08,2.42E-07
2.4126,1.39E-07,1.48E-06
2.417,2.42E-08,2.58E-07
2.4213,5.34E-08,5.70E-07
2.4257,4.42E-08,4.72E-07
2.4301,4.84E-08,5.16E-07
2.4345,8.11E-08,8.66E-07
2.4389,1.64E-08,1.75E-07
2.4433,8.47E-08,9.04E-07
2.4477,6.59E-08,7.03E-07
2.452,6.64E-08,7.09E-07
2.4564,7.22E-08,7.71E-07
2.4608,5.85E-08,6.25E-07
2.4652,3.00E-08,3.20E-07
2.4696,7.80E-08,8.33E-07
2.474,8.34E-08,8.91E-07
2.4784,4.18E-09,4.46E-08
2.4828,5.88E-08,6.28E-07
2.4871,9.26E-08,9.89E-07
2.4915,6.27E-08,6.69E-07
2.4959,3.32E-08,3.55E-07
2.5003,4.70E-08,5.02E-07
2.5047,4.28E-08,4.57E-07
2.5091,1.14E-07,1.22E-06
2.5135,4.92E-08,5.25E-07
2.5178,5.49E-08,5.86E-07
2.5222,5.46E-08,5.83E-07
2.5266,9.34E-08,9.98E-07
2.531,6.50E-08,6.94E-07
2.5354,1.73E-08,1.85E-07
2.5398,6.22E-08,6.64E-07
2.5442,1.13E-08,1.20E-07
2.5486,1.25E-07,1.34E-06
2.5529,2.07E-08,2.21E-07
2.5573,4.96E-08,5.29E-07
2.5617,2.74E-08,2.92E-07
2.5661,5.99E-08,6.39E-07
2.5705,7.95E-08,8.49E-07
2.5749,2.61E-08,2.79E-07
2.5793,7.20E-08,7.69E-07
2.5836,1.77E-08,1.89E-07
2.588,9.91E-08,1.06E-06
2.5924,1.15E-08,1.23E-07
2.5968,3.40E-08,3.63E-07
2.6012,5.13E-08,5.47E-07
2.6056,6.18E-08,6.60E-07
2.61,9.85E-08,1.05E-06
2.6143,3.53E-08,3.77E-07
2.6187,9.68E-08,1.03E-06
2.6231,4.32E-08,4.61E-07
2.6275,6.32E-08,6.75E-07
2.6319,4.36E-08,4.66E-07
2.6363,5.55E-08,5.92E-07
2.6407,4.89E-08,5.22E-07
2.6451,3.56E-08,3.80E-07
2.6494,7.17E-08,7.66E-07
2.6538,5.35E-08,5.72E-07
2.6582,7.13E-08,7.62E-07
2.6626,2.90E-08,3.09E-07
2.667,5.89E-08,6.29E-07
2.6714,1.30E-07,1.39E-06
2.6758,1.31E-08,1.40E-07
2.6801,4.27E-08,4.56E-07
2.6845,4.94E-08,5.27E-07
2.6889,4.77E-08,5.10E-07
2.6933,5.60E-08,5.98E-07
2.6977,5.99E-08,6.40E-07
2.7021,4.35E-08,4.65E-07
2.7065,7.48E-08,7.98E-07
2.7109,8.21E-08,8.76E-07
2.7152,5.05E-08,5.39E-07
2.7196,4.85E-08,5.18E-07
2.724,5.22E-08,5.58E-07
2.7284,7.96E-08,8.50E-07
2.7328,4.68E-08,5.00E-07
2.7372,7.07E-08,7.55E-07
2.7416,6.65E-08,7.10E-07
2.7459,3.15E-08,3.37E-07
2.7503,4.67E-08,4.99E-07
2.7547,7.39E-08,7.89E-07
2.7591,7.42E-08,7.92E-07
2.7635,2.40E-08,2.56E-07
2.7679,5.15E-08,5.50E-07
2.7723,7.78E-08,8.30E-07
2.7766,4.00E-08,4.27E-07
2.781,6.68E-08,7.13E-07
2.7854,5.31E-08,5.67E-07
2.7898,3.88E-08,4.14E-07
2.7942,2.76E-08,2.95E-07
2.7986,6.70E-08,7.15E-07
2.803,6.23E-08,6.65E-07
2.8074,5.20E-08,5.55E-07
2.8117,5.31E-08,5.66E-07
2.8161,3.62E-08,3.87E-07
2.8205,7.79E-08,8.32E-07
2.8249,5.46E-08,5.83E-07
2.8293,2.26E-08,2.41E-07
2.8337,5.26E-08,5.61E-07
2.8381,6.21E-08,6.64E-07
2.8424,8.20E-08,8.75E-07
2.8468,5.36E-08,5.72E-07
2.8512,6.12E-08,6.53E-07
2.8556,2.28E-08,2.44E-07
2.86,1.06E-07,1.13E-06
2.8644,4.46E-08,4.76E-07
2.8688,4.01E-08,4.28E-07
2.8732,4.12E-08,4.39E-07
2.8775,1.80E-08,1.92E-07
2.8819,3.42E-08,3.65E-07
2.8863,7.39E-08,7.89E-07
2.8907,4.51E-08,4.81E-07
2.8951,8.72E-09,9.31E-08
2.8995,3.47E-08,3.70E-07
2.9039,4.03E-08,4.31E-07
2.9082,4.82E-08,5.14E-07
2.9126,5.73E-08,6.11E-07
2.917,3.90E-08,4.17E-07
2.9214,3.68E-08,3.93E-07
2.9258,3.97E-08,4.24E-07
2.9302,2.53E-08,2.70E-07
2.9346,1.37E-08,1.47E-07
2.9389,3.49E-08,3.73E-07
2.9433,5.90E-08,6.30E-07
2.9477,2.43E-08,2.60E-07
2.9521,6.69E-08,7.14E-07
2.9565,2.30E-08,2.46E-07
2.9609,6.29E-08,6.72E-07
2.9653,3.56E-08,3.80E-07
2.9697,4.66E-08,4.97E-07
2.974,3.64E-08,3.88E-07
2.9784,3.14E-08,3.35E-07
2.9828,4.30E-08,4.59E-07
2.9872,2.67E-08,2.85E-07
2.9916,3.05E-08,3.26E-07
2.996,4.32E-08,4.61E-07
3.0004,5.53E-08,5.90E-07
3.0047,4.30E-08,4.59E-07
3.0091,3.71E-08,3.96E-07
3.0135,2.57E-08,2.75E-07
3.0179,3.21E-08,3.42E-07
3.0223,3.79E-08,4.04E-07
3.0267,1.51E-08,1.61E-07
3.0311,2.00E-08,2.14E-07
3.0355,6.09E-08,6.51E-07
3.0398,3.29E-08,3.51E-07
3.0442,5.62E-08,6.01E-07
3.0486,5.20E-08,5.55E-07
3.053,3.14E-08,3.35E-07
3.0574,1.03E-08,1.10E-07
3.0618,3.20E-08,3.41E-07
3.0662,5.01E-08,5.35E-07
3.0705,2.15E-08,2.30E-07
3.0749,1.95E-08,2.08E-07
3.0793,5.47E-08,5.84E-07
3.0837,3.20E-08,3.41E-07
3.0881,3.18E-08,3.39E-07
3.0925,3.32E-08,3.54E-07
3.0969,8.16E-08,8.71E-07
3.1012,2.87E-08,3.06E-07
3.1056,6.66E-08,7.11E-07
3.11,3.58E-08,3.82E-07
3.1144,7.55E-09,8.07E-08
3.1188,8.43E-08,9.00E-07
3.1232,1.18E-08,1.26E-07
3.1276,1.74E-08,1.85E-07
3.132,2.33E-08,2.49E-07
3.1363,2.21E-08,2.36E-07
3.1407,4.20E-08,4.49E-07
3.1451,2.73E-08,2.92E-07
3.1495,4.79E-08,5.12E-07
3.1539,4.77E-08,5.09E-07
3.1583,7.10E-08,7.58E-07
3.1627,3.59E-08,3.83E-07
3.167,5.27E-08,5.63E-07
3.1714,2.36E-08,2.51E-07
3.1758,9.20E-08,9.83E-07
3.1802,2.83E-08,3.02E-07
3.1846,3.71E-08,3.96E-07
3.189,4.41E-08,4.71E-07
3.1934,5.21E-09,5.56E-08
3.1978,7.09E-08,7.57E-07
3.2021,2.78E-08,2.96E-07
3.2065,5.84E-08,6.23E-07
3.2109,2.73E-08,2.92E-07
3.2153,3.74E-08,3.99E-07
3.2197,2.42E-08,2.58E-07
3.2241,4.51E-08,4.82E-07
3.2285,5.66E-08,6.04E-07
3.2328,4.28E-08,4.56E-07
3.2372,3.48E-08,3.71E-07
